smiles,tool,tSNE1,tSNE2
O=C(O)C1CC2(CN1)SCCS2,GenMol,33.073746,213.6868
O=C(O)C1CC2(CN1)SCCS2,GenMol,33.073746,213.6868
NN1CC2(CC1C(=O)O)SCCS2,GenMol,93.686226,139.13428
COC1(OC)CCN(C(=O)c2cnc3c(c2)CCC(=O)N3)CC1,MolMin,-309.41476,287.41132
C[C@H](Cc1ccc2c(c1)CC(=O)N2)C(=O)N1CCC2(CC1)CCS(=O)(=O)CC2,MolMin,295.58087,-211.18796
CSCC[C@H](NC(=O)c1ccccc1)C(=O)N1CCCCC[C@H]1C(F)(F)F,MolMin,-240.31192,11.289693
Cc1ncc(C[C@H]2NC(=O)C3(CCN(C(=O)[C@H]4CCC(F)(F)C4)CC3)NC2=O)s1,MolMin,432.09842,28.1667
C[C@H](C(=O)N1CCCN2C(=O)SC[C@H]2C1)N1CCn2cnnc2C1,MolMin,-89.04755,443.07825
CCOC(=O)[C@@H]1CCCCCN1C(=O)[C@@H](Cc1csc(C)n1)NC(C)=O,MolMin,380.39114,149.03372
C[C@H](C(=O)N1CCC2(CC1)OCCO2)N1C(=O)c2ccccc2C1=O,MolMin,-252.286,184.3854
C[C@H]1CN(C(=O)OC(C)(C)C)CC2(CCN(C(=O)[C@@H]3CCc4nc(N)sc4C3)CC2)O1,MolMin,-190.24966,265.38577
O=C1CC2(CCN(C(=O)[C@@H]3CSCN3C(=O)C3=Cc4ccccc4CC3)CC2)[C@H](O)CN1,MolMin,-227.10858,387.53076
Cc1ncc(CC(=O)N2CCCCC23CN(C(=O)[C@@H](C)Cc2ccc4c(c2)OCO4)C3)s1,MolMin,-119.22507,334.34235
C[C@@H](Cc1cn2c(n1)SCC2)C(=O)N1CCC2(CC1)C[C@H](O)CN2C(=O)Cn1cncn1,MolMin,369.3896,265.63358
CSCC[C@H](C(=O)N1CCSCC12CCCCC2)N1C(=O)c2ccccc2C1=O,MolMin,404.4464,-106.50136
CSCC[C@@H](NC(=O)Cn1cnc2c(c1=O)CCC2)C(=O)N1CCC2(CC1)CC(F)(F)C2,MolMin,-206.3384,99.622345
C[C@@H]1Oc2ccccc2C=C1C(=O)N1CCC([C@@H]2CCCCN2C(=O)Cc2nnc3n2CCC3)CC1,MolMin,110.62819,-48.922512
CSCC[C@H](C(=O)N1CCS(=O)(=O)C[C@@H]1C)N1C(=O)NC2(CCCC2)C1=O,MolMin,313.56476,-31.04162
CSCC[C@H](C(=O)N1CCCCCC1)N1C(=O)c2sc3c(c2C1=O)CC[C@H](C)C3,MolMin,-152.00906,20.314
CSCC[C@@H](NC(=O)Cc1ccc(-n2cnnn2)cc1)C(=O)N1CCCC2(CCCCC2)C1,MolMin,-380.77835,185.16267
O=C(Cc1cnc(C2CC2)s1)N1CCC2(CCCCCN2C(=O)[C@H]2CC=CCC2)CC1,MolMin,226.04033,40.49237
CC[C@H](C)[C@H](C(=O)N1CCc2nnn(CCO)c2C1)n1c(=O)sc2ccccc2c1=O,MolMin,245.00995,-326.29718
CSCC[C@@H](NC(=O)[C@@H](C)Cc1ccc2c(c1)CC(=O)N2)C(=O)N1CCC2(CCCC2)CC1,MolMin,355.65158,-242.4542
CC(=O)N[C@H](Cc1ccc2c(c1)OCO2)C(=O)N1CC[C@@H]2[C@@](CO)(COc3ccccc3S2(=O)=O)C1,MolMin,-437.24442,60.21638
CSCC[C@@H](NC(=O)c1ccc2c(c1)C[C@@H](C)O2)C(=O)NCc1ccc2c(c1)CC(=O)N2,MolMin,198.75526,-40.105778
CSCC[C@H](NC(=O)c1ccccc1)C(=O)N[C@H](C)Cc1nnc(S)s1,MolMin,-126.33261,-436.59637
CSCC[C@@H](NC(=O)Cc1c(C)nc2sccn2c1=O)C(=O)N1CCOc2ccccc2C1,MolMin,164.60225,103.820435
C[C@H](Cc1ccco1)C(=O)N1CCCC12CCN(C(=O)CCSCc1ccccc1F)CC2,MolMin,262.92786,358.1781
COC(=O)[C@H]1CSCCN1c1nnc(-c2nc3c(s2)CCCC3)n1C[C@H]1CC=CCC1,MolMin,169.8073,-123.406586
CCc1nnc(CN[C@H](C)CCCCN2C(=O)NC3(CCCCC3)C2=O)s1,MolMin,149.87279,415.02982
C=CCCCCn1c(-c2nnc3n2CCCC3)nnc1N1CCS[C@H](C(=O)OC(C)(C)C)C1,MolMin,263.4112,-114.55786
CSc1ncc(C[C@@H](NC(=O)c2ccc(F)cc2)C(=O)O[C@@H](C)C(F)(F)F)c(=O)n1C,MolMin,-308.78345,93.680275
N=C(O)SC[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(-n2cncn2)cc1)C(N)=O,MolMin,28.576473,426.98193
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)OCCS2,MolSpark,-144.88701,-276.25455
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(CCCS2)C[C@H]1C(=O)O,MolSpark,-40.668423,-305.28656
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(CCCO2)C[C@H]1C(=O)O,MolSpark,3.7997715,-429.7514
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)NO)SCCS2,MolSpark,156.63477,196.39702
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(CC1C(=O)O)OCCS2,MolSpark,-144.88701,-276.25455
CCOC(=O)[C@H](Cc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,MolSpark,-15.408196,-211.56152
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)OCCO2,MolSpark,69.77639,-226.09386
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)N(C)C)SCCS2,MolSpark,120.45893,-303.4787
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)N1CCCC1)SCCS2,MolSpark,-161.7162,-176.08557
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2(=O)=O,MolSpark,-331.3128,-176.78433
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SC/C2=N/O,MolSpark,-321.73074,-290.9551
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)N1CCOCC1)SCCS2,MolSpark,-230.6947,-207.68524
CCOC(=O)[C@H](CCc1cccc(F)c1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,MolSpark,-82.61275,-185.12985
CCOC(=O)[C@@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,MolSpark,-40.89983,-108.482475
CCOC(=O)[C@H](CCc1cccc(Cl)c1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,MolSpark,79.396515,320.6929
CCOC(=O)[C@H](CCCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,MolSpark,-21.58881,316.42648
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)NC(C)C)SCCS2,MolSpark,-117.21911,-111.64247
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)OCC)SCCS2,MolSpark,25.544418,-153.06992
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCC(=O)S2,MolSpark,-224.10933,-355.27853
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)OC)SCCS2,MolSpark,86.35171,-138.7365
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,MolSpark,-86.264336,-37.762608
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(N)=O)SCCS2,MolSpark,-168.69818,-59.556793
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)N1CCCCC1)SCCS2,MolSpark,-199.46852,-139.13849
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(CCCS2)CC1C(=O)O,MolSpark,-40.668423,-305.28656
COC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,MolSpark,31.073895,-77.61456
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(CCCCS2)C[C@H]1C(=O)O,MolSpark,24.902483,-321.0474
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@@H]1C(=O)O)SCCS2,MolSpark,-40.89983,-108.482475
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)NCCS2,MolSpark,-271.6514,-86.51037
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)NS(C)(=O)=O)SCCS2,MolSpark,169.22432,-217.63187
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)NC(C)(C)C)SCCS2,MolSpark,166.3192,282.02267
