smiles,UMAP1,UMAP2
CCc1ccc(CC(=O)O)c(-c2ccc(O)cc2)c1,14.763906,6.4597597
COc1cccc(C2CCCc3cc(Cl)ccc32)c1,14.920869,8.7777815
COc1ccc(C(=O)NCc2cccc(O)c2)cc1,13.065868,7.447153
CON=Cc1ccccc1-c1cccc(C(=O)O)c1,14.364164,8.637314
CNCC1=C=CC=C1c1cc(O)c(OC)c(OC)c1,13.8276615,6.2403774
Cc1ccc(C2CCCCN2C2CCC(=O)CC2)cc1,15.475659,7.9953017
COc1ccccc1-c1cc(O)c(OC)c(C(=O)O)c1,12.718248,7.9203663
COc1cc(-c2cccc(C(=O)O)c2)cc(O)c1OC,13.513333,6.5330977
COC(=O)CCCc1ccc(OC)cc1C1CCCC1,15.094242,6.7785163
O=C(O)c1cccc(C2CCCc3cc(Cl)ccc32)c1,14.997606,9.060008
FC1=CCC(=Cc2cc(F)cc3cnccc23)C=C1F,13.406679,8.850423
CC=C(c1ccccc1)c1ccc(F)cc1CC(=O)O,15.185404,6.5206776
COc1ccc(C2CCCc3ccccc32)cc1OC,14.762539,9.312312
CC(=O)Nc1ccc(F)cc1-c1cccc(C(C)O)n1,14.136663,7.1927304
CC1CCCC2C1c1ccccc1CN2C(=O)N(C)C,15.306304,9.539302
Cc1ccc2cccc(-c3cnc4ccsc4c3)c2c1,13.936419,8.412533
FC1=CCC(=Cc2cc(F)cc3cncnc23)C=C1F,13.345277,9.022649
CC1(C)C(=O)N=CC(c2ccc(O)c(C(=O)O)c2)=C1O,12.782038,7.203084
COC(=O)c1cc(Oc2cccc(O)c2)c(O)cc1C,15.988937,7.675297
COc1ccc(C2CCCc3cc(C)ccc32)cc1OC,14.2036295,8.899574
COC(=O)c1cc(Oc2cc(O)ccc2O)c(O)cc1C,15.997542,7.7220955
c1ccc(Oc2cncc3cc4ccccc4cc23)cc1,15.924927,7.225881
CCCC1C=CN=C2CC(C)CC(c3ccc(C)cc3)N21,16.041224,8.402529
O=C(O)Cc1cccc(C2CCCc3cc(O)ccc32)c1,15.267505,8.760025
OC1=CN2C=C(O)c3c(O)c4c(cc3=C2C=C1)OC=CC=4,14.316458,9.743177
Cc1ccc2c(c1)CCCC2c1cccc(CC(=O)O)c1,15.239783,8.555395
O=C(O)Cc1cccc(C2CCCc3cc(Cl)ccc32)c1,15.529385,8.992622
COc1ccc(C2CCCc3cc(Cl)ccc32)cc1OC,14.33984,9.333267
O=C(O)Cc1ccc(C(F)(F)F)cc1-c1ccc(O)cc1,14.687313,6.3425245
COc1ccc(F)cc1-c1cc(O)c(OC)c(C(=O)O)c1,12.257692,7.896658
CC1COc2c1ccnc2C(=O)NCCc1ncccn1,12.930235,6.0680847
CC1CCCC2C1c1ccc(F)cc1CN2C(=O)N(C)C,15.661501,9.576975
O=C(O)C=C1CCC(=O)N(C2CCCc3ccccc32)C1=O,13.027329,8.386043
CCc1coc2c(C(=O)NCCc3ncccn3)nccc12,12.971903,6.4649644
COc1cc2c(cc1O)C=CC1CCc3cc(Cl)ccc3C21,15.067348,9.022455
CC(C)NC(=O)N1Cc2cc(F)ccc2C2C(C)CCCC21,15.776743,9.549046
Oc1cccc(Oc2cncc3cc4ccccc4cc23)c1,16.077835,7.4712706
COc1cc2c(cc1O)C=CC1CCc3cc(C)ccc3C21,15.359806,8.776418
CC1(C)COc2c1ccnc2C(=O)NCCc1ncccn1,12.974747,6.1085944
Cn1ncc2c(-c3cccc(-c4ccccc4)c3)cccc21,14.173,6.3629594
Oc1ccc(Oc2cncc3cc4ccccc4cc23)cc1,15.920172,6.8964686
COC1=CC2=C3C=CC(O)=CN3C=C(O)C2C=C1OCCO,12.5900345,6.7992315
COc1cc(-c2c(F)c(F)cc3sccc23)cc(O)c1OC,13.866374,6.0416927
CCCCn1c2c(nc(-c3ccc(O)cc3)c1=O)CCCC2,14.320053,8.326178
CCCC1CC(=O)N=C2CC(C)CC(c3ccc(C)cc3)N21,15.755232,8.46959
OC1=CN2C=C(O)c3c(O)c4c(cc3=C2C=C1)OC(F)=CC=4,14.298817,9.787061
CC=C1CC2=NC=CC(CCC)N2C(c2ccc(C)cc2)C1,16.013227,8.305555
CCN1CCC2CCC(C)C3c4ccccc4CN(C1=O)C23,14.642348,9.115168
COc1c(O)cc(-c2cc(C(=O)O)ccc2F)cc1C(=O)O,12.343193,7.672557
CC1(C)CC(Cc2ccccc2)C(=O)N(c2ccccc2)C1,15.494825,7.1061974
CC(=O)Nc1cc(C)cc(C2=CC(=O)C3=CCOC3=CC2)c1,14.96572,7.2514
O=C1CC2CC(c3ccc(Cl)cc3)=C3C=C(C(=O)O)N=C3C2N1,13.800068,9.094082
COc1ccc2c(c1)Oc1cccc(=C(C)O)c1=CCC2(C)C,13.463718,8.475711
O=C1N(c2ccccc2)c2ccccc2Cc2cc(=O)ncn21,13.570731,9.167238
O=C(O)C1=CC(C(=O)O)C(O)=C(c2ccc(O)c(C(=O)O)c2)C1,13.30007,7.9498096
COc1c(O)cc(-c2cc(O)ccc2CCCO)cc1C(=O)O,12.593227,7.404004
O=C(N(c1ccccc1)c1cccc(F)c1)n1ccc(=O)nc1,13.150225,8.878931
COc1cc(-c2cccc(-c3ccccc3)c2)cc(O)c1OC,14.060582,6.223619
Cc1cc(NCC(=O)O)cc(C2=CC(=O)C3=CCOC3=CC2)c1,14.766307,7.1974907
CC1(C)C(=O)Oc2c1ccnc2C(=O)NCCc1ncccn1,13.025808,6.1666226
CC(C)CCn1c(=O)c(-c2ccc(O)cc2)nc2ccccc21,13.529691,7.1802917
CC1CCCC2C1c1ccc(F)cc1CN2C(=O)NC(C)(C)C,15.740604,9.689429
CCc1ccc(N2CC(C)N(C)c3ccc(C)cc32)cc1OC,13.413628,6.867361
COc1ccc2c(c1)Oc1c(cccc1C(=O)O)CCC2(C)C,12.714446,8.651528
CC1(C)CC=C2C(=O)Nc3c(F)cc(C(F)(F)F)c(F)c3N2C1,13.892554,7.5770464
CC1(C)CC(Cc2ccccc2O)C(=O)N(c2ccccc2)C1,15.555559,7.2011304
Oc1ccc(Oc2cncc3cc4ccccc4cc23)cc1O,16.186836,7.021745
COc1c(O)cc(-c2cc(F)cc3c2OCCC3)cc1C(=O)O,12.47829,8.103782
COc1cc(-c2cc(C)ccc2CCC(=O)O)cc(O)c1OC,14.341022,5.8116074
Oc1cc(O)cc(Oc2cncc3cc4ccccc4cc23)c1,16.251225,7.1519556
Oc1ccc(C2=CS(=Cc3ccccc3)C(C(F)(F)F)=C2)cc1,14.560789,7.863563
CCCC1=c2cc3c(cc2CCC1)=C1C=CC(O)=CN1C=C3O,13.019579,8.4759245
