smiles,tool,tSNE1,tSNE2
N#Cc1ncoc1Nc1ccc2c(c1)C1=NS(=O)(=O)NC1=CC=C2,MolMin,-152.07103,-299.05975
CN(C)CCN(C)S(=O)(=O)n1cc(Cl)c2ccc(Cl)c-2c1,MolMin,-295.07233,-52.644314
CC(C)(C#N)N1CCN(C(=O)C2=CNC3=CC=CSC3=N2)CC1,MolMin,-127.353775,316.4148
CC(C)N1CCN(S(=O)(=O)c2ccc3c(c2)C2(CCN(C)CC2)C(=O)N3)CC1,MolMin,-223.3545,-57.979153
CC1(C)N(c2ncccn2)CC12CCN(S(C)(=O)=O)CC2,MolMin,-154.43947,-50.09848
CC(C)n1c(N)c(C#N)c2cc(=O)cccc21,MolMin,-254.25127,-142.45828
CN(C)S(=O)(=O)N1CCC(N2C=Cc3ccnn3CC2)CC1,MolMin,-113.34471,231.78854
C#CCN(C)S(=O)(=O)N1CCn2cc3[nH]c(=O)cc-3cc2C1,MolMin,125.07171,268.39993
CC(C)CN1CC2(CCN(C(=O)C3=CNNC=C3)C2)C1,MolMin,101.19561,169.07668
N#Cc1cnc(N2CCC3(C=Cc4ccccc4S(=O)(=O)N3)CC2)c(Cl)c1,MolMin,10.448965,-303.19543
CC(C)N1C(=O)[C@@]2(C)C(=CC=CN2S(=O)(=O)N2CCCC2)N=C1N,MolMin,22.281954,333.8667
CSCCN1N=C2C(=C(C)C(C)(C)C(C)(C)C2(C)C)S1(=O)=O,MolMin,-100.711655,156.3932
CS(=O)(=O)N1CCC2(CC1)CN(C(=O)C1=CNN3C=CS[C]13)C2,MolMin,-263.5912,88.98395
CC(C)NS(=O)(=O)c1cc(NC2=Nc3cccn3S2(=O)=O)c(Cl)cc1Cl,MolMin,-363.93948,-7.667961
CC1=C(N)NC(=O)C12CCN(S(=O)(=O)N1CCC(C)(C)CC1)CC2,MolMin,-163.2945,-185.9901
CS(=O)(=O)N1CCC2(CC1)C(=O)NC=C1C=CC=CN12,MolMin,-339.63736,82.20904
C=CCN1C(C)=C(C#N)C2(CCN(S(C)(=O)=O)CC2)C1(C)C,MolMin,-188.35632,-115.43528
O=S(=O)(O)C1=C2C=C3C=CC=C(C3)N=C2N(S(=O)(=O)N2CCCC2)CC1,MolMin,43.662167,244.36653
CN1C=CN2C=CC3(CCN(S(C)(=O)=O)CC3)C(C#N)=C12,MolMin,-224.90092,261.84247
CS(=O)(=O)N1C=C2C(C#N)=CC(Cl)=CN2CC1,MolMin,40.872017,118.78659
C=C(Cl)Cn1c(C2=C(C#N)C(=O)C=C2Cl)nnc1N1CCN(S(N)(=O)=O)CC1,MolMin,22.619701,178.37915
CCNS(=O)(=O)c1cccc(NN=C2C(=O)CC3=CNCC3=C2C#N)c1,MolMin,-40.438248,271.73575
CSC(C)(C)Cn1c(C2CCN(S(C)(=O)=O)CC2)nnc1N1CCC2=C(CCC(=O)N2)C1,MolMin,-287.9131,181.16422
C#CCN1CCN(C(N)=C2C=C3C(=O)NCC3=C2C#N)CC1,MolMin,188.96729,203.72328
CC1(C)C(N)=C(C#N)C2=NS(=O)(=O)CC=C2N1C(=O)N1CCSCC1,MolMin,-176.39285,194.777
N#CC(=C1CC=CC=C2NC(=O)N=C21)N1CCN(S(N)(=O)=O)CC1,MolMin,-338.19855,-132.16112
CC(C)(CN1C(=O)C(C#N)=C2C=CC=CC1=CN2)NS(N)(=O)=O,MolMin,-149.21684,118.19735
CN1CCN(C2CCN(C(=O)C3=CN4CCS(=O)(=O)N=C4N3)CC2)CC1,MolMin,-17.118265,-26.84749
CC(C)(C(=O)N1CCN(S(C)(=O)=O)CC1)N1NC(=S)NC2=C(CCCC2)C1=O,MolMin,-32.76245,131.81242
CCS(=O)(=O)N1CC(C)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,MolSpark,174.75967,-123.71636
CCS(=O)(=O)N1CCC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)CC1,MolSpark,220.67389,-16.013985
CCS(=O)(=O)N1CC(F)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,MolSpark,143.88365,99.421585
CCCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,MolSpark,180.0592,-55.23549
CC(C)(C)S(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,MolSpark,47.757545,-28.927113
CCS(=O)(=O)N1CC(n2cc(-c3ncnc4[nH]ccc34)cn2)(C(F)(F)F)C1,MolSpark,135.35963,-187.95691
CCS(=O)(=O)N1CC(CC(F)(F)F)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,MolSpark,117.696266,-127.3619
CS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,MolSpark,120.81633,-3.422916
CCS(=O)(=O)N1CC(n2cc(-c3ncnc4[nH]ccc34)cn2)(S(C)(=O)=O)C1,MolSpark,32.690773,-100.39403
CN(C)S(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,MolSpark,79.95889,12.433885
CCS(=O)(=O)N1CCC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,MolSpark,275.53497,-100.7434
CCS(=O)(=O)N1CC(Cn2ccnc2)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,MolSpark,296.03888,-178.06699
CCCS(=O)(=O)N1CC(C)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,MolSpark,205.3387,-102.094345
CCS(=O)(=O)N1CCC(C)(n2cc(-c3ncnc4[nH]ccc34)cn2)CC1,MolSpark,215.45522,-166.9009
CC(C)CS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,MolSpark,185.18488,37.852543
CCS(=O)(=O)N1CC(C#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,MolSpark,187.90834,-246.33188
CCS(=O)(=O)N1CC(CC(N)=O)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,MolSpark,289.7302,-0.89766574
CCS(=O)(=O)N1CCC(C)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,MolSpark,87.14107,73.76937
CCS(=O)(=O)N1CC(CCN(C)C)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,MolSpark,306.44583,83.117744
CCC(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,MolSpark,209.8902,113.49192
CCCS(=O)(=O)N1CCC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)CC1,MolSpark,235.28683,-49.335712
CCS(=O)(=O)N1CC(CN2CCCC2)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,MolSpark,337.48743,-60.72317
CC(C)(C)CS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,MolSpark,164.61096,-9.269303
CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(S(C)(=O)=O)C1,MolSpark,130.898,40.36088
CCS(=O)(=O)N1CC(CN(C)C)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,MolSpark,82.59068,-90.7883
CCS(=O)(=O)N1CC(CN)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,MolSpark,91.829414,-46.146084
CCS(=O)(=O)N1CC(CF)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,MolSpark,69.47988,-156.11652
CCN(CC)S(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,MolSpark,241.01808,52.409195
CCS(=O)(=O)N1CC(CO)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,MolSpark,135.38129,-82.31088
CCS(=O)(=O)N1CC(F)(F)C(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,MolSpark,86.305,-245.04146
