SMILES,Molecular_Weight,ALogP,Num_H_Donors,Num_H_Acceptors,Num_RotatableBonds,Molecular_PolarSurfaceArea,Num_Atoms,Num_Rings,Num_AromaticRings,Molecular_SurfaceArea,Molecular_Solubility,QED,SA_Score,AlogP_Count,Lipinski,Veber
Cn1c(=O)c2c(=O)[nH]c(=O)[nH]c2n(C)c1=O,224.18,-2.39,2,6,0,109.72,16,2,2,86.79,-0.6838,0.52,3.686,5,4,2
O=C(Nc1ccccc1O)c1ccccc1,213.24,2.64,2,2,2,49.33,16,2,2,93.36,-2.0355,0.7533,3.7476,4,4,2
CC(C)CNC1=NCc2cccc(=O)n2C1,219.29,1.01,1,4,2,46.39,16,2,1,95.02,-1.3688,0.8065,3.7327,4,4,2
Cc1[nH]c(C(N)=O)nc1C1CNCC(C)C1,222.29,0.53,3,3,2,83.8,16,2,1,94.83,-1.2153,0.6822,4.3781,4,4,2
O=C(O)C1Cn2c(nccc2=O)CC1CO,224.22,-0.89,2,5,2,92.42,16,2,1,91.18,-0.9025,0.6794,4.3781,5,4,2
CCC1=NC(=O)c2cc(F)c(C)cc2C1=O,219.21,2.32,0,2,1,46.5,16,2,1,92.0,-1.7043,0.7272,3.7019,4,4,2
NCc1nc(N)nc2c(C(=O)O)cccc12,218.22,0.37,3,5,2,115.12,16,2,2,90.92,-1.3804,0.6702,3.7175,4,4,2
COc1ccc(C(=O)O)c2c1C(C)(C)C(=O)N2,235.24,1.62,2,3,2,75.63,17,2,1,98.4,-1.6074,0.8163,3.7173,4,4,2
CCCNC(=O)c1cc([N+](=O)[O-])ccc1OC,238.24,1.74,1,4,5,81.47,17,1,1,98.73,-1.6748,0.6254,3.7322,4,4,2
Cc1cnc(-c2cncc(C(N)=O)c2)n(C)c1=O,244.25,0.25,1,5,2,90.87,18,2,2,103.12,-1.5361,0.8193,3.7624,4,4,2
NC(=O)c1nnc2cc3[nH]c(=O)[nH]c(=O)c3cn12,246.19,-1.64,3,6,1,139.0,18,3,3,97.27,-1.0895,0.4721,3.7761,5,4,2
O=c1ncnc2c3ccccc3n3c(c1-2)C=C=N3,234.22,1.36,0,5,0,60.14,18,4,1,101.08,-1.8358,0.4314,3.8157,4,4,2
COc1cc2c(=O)[nH]c3ccccc3c2cc1F,243.24,2.83,1,2,1,42.09,18,3,3,101.82,-2.2796,0.6676,3.7896,4,4,2
CC1(C)CC(N)C2Cc3nccc(=O)n3CC2C1,247.34,1.18,1,4,0,60.91,18,3,1,107.22,-1.5387,0.7486,4.6097,4,4,2
CCCC(=O)NC1=NCc2nc(C)cc(=O)n2C1,248.29,0.38,1,5,2,76.35,18,2,1,104.76,-1.3476,0.8216,3.7761,4,4,2
Cc1cc2c(cc1F)C=C=C(C1=CCC=C1)C2=O,238.26,3.76,0,1,1,17.07,18,3,1,104.64,-2.1636,0.6808,3.7896,4,4,2
Cc1cc(=O)n2c(n1)CN=C(NC(=O)C(C)C)C2,248.29,0.24,1,5,1,76.35,18,2,1,104.76,-1.305,0.7729,3.7624,4,4,2
O=c1cccc2n1CC(Nc1ccccc1)=NC2,239.28,1.87,1,4,1,46.39,18,3,2,104.61,-1.9231,0.8254,3.8157,4,4,2
CC1C(=O)NC=C1C1=C2C=NC=C2C(=O)NC1=O,243.22,-0.44,2,4,1,87.63,18,3,0,102.15,-0.8505,0.6117,4.1929,5,4,2
Cc1nc(=O)c2c(OCC=N)ccc(C(=O)O)c2[nH]1,261.24,0.96,3,5,4,116.13,19,2,2,106.93,-1.7315,0.7086,3.7927,4,4,2
O=c1cccc2n1CC(Nc1ccccc1Cl)=NC2,273.72,2.53,1,4,1,46.39,19,3,2,114.92,-2.276,0.8678,3.8308,4,4,2
CCc1cc(F)cc(C(=O)NCc2ccccc2)c1,257.31,3.32,1,1,4,29.1,19,2,2,111.83,-2.4017,0.8941,3.8183,4,4,2
NC1CC(C(=O)O)CC2Cn3c(nccc3=O)CC12,263.3,-0.15,2,5,1,98.21,19,3,1,109.81,-1.2803,0.7341,4.7734,5,4,2
NC(=O)c1cccc2c1oc1c(C(=O)O)cccc12,255.23,2.38,2,3,2,93.53,19,3,3,106.78,-2.1709,0.7346,3.8056,4,4,2
NC1CC(C(O)O)CC2Cn3c(nccc3=O)CC12,265.31,-0.92,3,6,1,101.37,19,3,1,110.44,-1.0914,0.57,4.7734,5,4,2
CC(C(=O)NC1=NCc2cccc(=O)n2C1)=C(N)O,262.27,-0.38,3,6,1,109.71,19,2,1,108.62,-1.2141,0.4732,3.7927,5,4,2
Cc1cc2n(c(=O)c1)CC(N(C)CC(F)(F)F)=NC2,273.26,1.56,0,4,1,37.6,19,2,1,107.72,-1.7864,0.7785,3.7795,4,4,2
O=C(O)CNC(=O)c1nn2c(=O)cccc2[nH]c1=O,264.2,-1.8,3,6,3,133.63,19,2,2,104.05,-1.0229,0.5983,3.7927,4,4,2
O=C(O)CCNc1cc(F)cc(-c2ccccc2)c1,259.28,3.38,2,2,5,49.33,19,2,2,110.25,-2.4352,0.865,3.8183,4,4,2
Cc1cc2c(cc1F)C=C=C(c1ccccc1)C2=O,250.27,4.03,0,1,1,17.07,19,3,2,110.26,-2.5268,0.6983,3.8183,4,4,2
Cc1cc2n(c(=O)c1)CC(NC1CCCCC1O)=NC2,275.35,0.96,2,5,1,66.62,20,3,1,117.9,-1.6307,0.8021,4.508,4,4,2
COC(=O)C1Cc2nc3ccccc3c(=O)n2CC1O,274.28,0.1,1,6,1,81.42,20,3,2,114.18,-1.5478,0.746,4.4959,3,4,2
CC1CC(CO)CN(c2cc(F)cc(N(C)O)c2)C1=O,282.32,1.63,2,4,3,64.01,20,2,1,116.73,-1.8593,0.8272,4.4712,4,4,2
O=c1cccc2n1CC(Nc1c(O)cccc1Cl)=NC2,289.72,2.23,2,5,1,66.62,20,3,2,119.71,-2.2704,0.7913,3.8473,4,4,2
O=C(O)Oc1cccc(Oc2cccc(C(=O)O)c2)c1,274.23,3.23,2,4,4,93.06,20,2,2,113.36,-2.4564,0.6563,3.8353,4,4,2
CC(O)=CCCOc1cc2c(cc1F)C(=O)C=CC2=O,276.26,2.99,1,4,4,63.6,20,2,1,114.73,-2.1839,0.6779,3.823,4,4,2
COc1ccc([N+](=O)[O-])cc1C(=O)Nc1ccccc1,272.26,2.86,1,4,4,81.47,20,2,2,114.7,-2.348,0.685,3.8353,4,4,2
O=c1c2ccccc2nc2n1CC(O)C(C(F)(F)F)C2,284.24,1.49,1,4,0,55.12,20,3,2,111.03,-1.9643,0.7972,4.4837,4,4,2
O=C1NC(=O)C(C2=CNC(=O)C2C(F)(F)F)=C2C=NC=C12,297.19,0.1,2,4,1,87.63,21,3,0,114.64,-1.3152,0.6729,4.2585,3,4,2
Cc1cc(O)c(NC2=NCc3cccc(=O)n3C2)c(Cl)c1,303.75,2.54,2,5,1,66.62,21,3,2,126.08,-2.4143,0.7957,3.8651,4,4,2
CN1C(=O)CC(c2oc3ccccc3c2C(=O)O)NC1=O,288.26,1.74,2,4,2,99.85,21,3,2,118.68,-2.0128,0.8764,4.2703,4,4,2
CN1CC2C3=CC(=O)c4cccc(c43)C(=O)N2CCC1=O,282.3,0.95,0,3,0,57.69,21,4,1,121.38,-1.6532,0.7117,4.2819,4,4,2
O=C(O)c1c(C(F)(F)F)n(Cc2ccc(O)cc2)[nH]c1=O,302.21,1.65,3,4,3,95.32,21,2,2,114.6,-2.1495,0.803,3.8296,4,4,2
CCCC(=O)Nc1cc(F)cc(CCNc2ccco2)c1,290.34,3.81,2,3,7,54.27,21,2,2,122.9,-2.6661,0.8149,3.8766,4,4,2
O=C(O)c1ccc2c(c1)c1ncnc(=O)c-1c1n2N=C=C1,278.23,1.05,1,6,1,97.44,21,4,1,116.4,-1.9428,0.5248,3.8766,4,4,2
COc1ccc(-c2cc(F)cc(NCCC(=O)O)c2)cc1,289.31,3.39,2,3,6,58.56,21,2,2,121.73,-2.5795,0.8555,3.8651,4,4,2
Cc1nc(=O)c2c(OCCCCO)ccc(C(=O)O)c2[nH]1,292.29,1.08,3,5,6,112.51,21,2,2,119.77,-1.924,0.6867,3.8535,4,4,2
CC1CC(C(=O)O)CN(c2cc(F)cc(N(C)O)c2)C1=O,296.3,1.72,2,4,3,81.08,21,2,1,120.9,-1.9561,0.8302,4.4902,4,4,2
COc1cc2ccoc(=O)c2cc1Nc1ccccc1F,285.27,3.68,1,4,3,51.47,21,3,3,119.33,-2.7539,0.7971,3.8766,4,4,2
CC1=Cc2[nH]c(C(N)=O)nc2C2CCC(C(=O)O)NC2N1,291.31,-0.28,5,5,2,133.13,21,3,1,120.37,-1.363,0.5087,4.6871,5,4,2
O=c1cccc2n1CC(Nc1c(O)cc(F)cc1Cl)=NC2,307.71,2.37,2,5,1,66.62,21,3,2,123.88,-2.3937,0.7949,3.8651,4,4,2
O=c1cccc2n1CC(Nc1c(O)cc(Cl)cc1Cl)=NC2,324.17,2.88,2,5,1,66.62,21,3,2,130.01,-2.6256,0.7929,3.8651,4,4,2
O=C1CC2c3nc4ccccc4c(=O)n3CC(O)C2C1(F)F,306.27,1.08,1,5,0,72.19,22,4,2,122.75,-1.9559,0.7903,4.7177,4,4,2
NC1CC(C(O)OCCO)CC2Cn3c(nccc3=O)CC12,309.37,-0.9,3,7,4,110.6,22,3,1,128.29,-1.3471,0.6215,4.9726,4,4,2
O=c1c2ccccc2nc2n1CC(O)C1C2CC(O)C1(F)F,308.28,0.87,2,5,0,75.35,22,4,2,123.39,-1.9131,0.7571,4.8519,4,4,2
OCc1cc(Oc2c(F)cc3ccccc3c2O)ccc1O,300.29,3.67,3,4,3,69.92,22,3,3,125.2,-2.8158,0.6899,3.8951,4,4,2
O=C(O)c1cccc(Oc2c(F)cc3ccccc3c2O)c1,298.27,4.18,2,3,3,66.76,22,3,3,124.56,-2.9368,0.7611,3.8951,4,4,2
COc1cc(Oc2c(F)cc3ccccc3c2O)ccc1O,300.29,4.19,2,4,3,58.92,22,3,3,125.52,-2.9515,0.7611,3.8951,4,4,2
CNC(=O)C(=O)NCC(NC)c1cc(OC)c(F)c(F)c1F,319.28,0.24,3,4,5,79.46,22,1,1,124.57,-1.7101,0.5364,4.2665,4,4,2
CN(O)c1cc(F)cc(N2CC(CN)CN=C2CC(N)=O)c1,309.34,0.32,3,6,5,108.18,22,2,1,127.52,-1.6714,0.6789,4.2896,4,4,2
CN1C(=O)CCN2C(=O)c3cccc4c3C3=C(CC1C32)C4O,296.33,0.95,1,3,0,60.85,22,5,1,127.37,-1.7277,0.7751,4.7287,4,4,2
COc1ccc(C(=O)O)c2ncn(CCNC(=O)C(=O)O)c12,307.26,-0.06,3,6,5,130.75,22,2,2,123.68,-1.6606,0.6596,3.8728,5,4,2
COc1ccc(C(=O)O)c2nc3n(c12)C(O)C(O)C(C)(O)C3,308.29,-0.1,4,7,2,125.04,22,3,2,124.75,-1.6384,0.6103,4.695,4,4,2
C=C1CNC(C(O)CC)=C2C(=O)c3cnc(N)cc3N2C1=O,300.32,0.33,3,6,2,108.55,22,3,1,126.68,-1.6019,0.6794,4.2896,4,4,2
N=C1NNC(=O)C1NC(=O)Oc1cc2ccccc2cc1F,302.27,1.05,4,4,2,103.31,22,3,2,123.47,-1.936,0.6654,4.3119,4,4,2
CC(C)Nc1ccc2c(c1)c1ncnc(=O)c-1c1n2N=C=C1,291.31,2.18,1,6,2,72.17,22,4,1,125.72,-2.2997,0.5745,3.906,4,4,2
O=C(O)C1CCN(c2cc(F)cc(-c3ccc(F)cc3)c2)C1,303.31,3.54,1,2,3,40.54,22,3,2,126.35,-2.6654,0.9425,4.3119,4,4,2
CC=C1CCC(C(=O)OC)N(c2cc(F)cc(N(C)O)c2)C1,308.35,2.74,1,5,3,53.01,22,2,1,129.09,-2.2851,0.5285,4.2896,4,4,2
O=C(O)c1ccc2oc3c(C(=O)O)c(O)c(C(=O)O)cc3c2c1,316.22,2.39,4,5,3,145.27,23,3,3,126.35,-2.4574,0.5759,3.8931,4,4,1
CC1C(=O)C(C(=O)O)=C(O)C1NC1=NCc2cccc(=O)n2C1,317.3,-0.17,3,7,2,120.99,23,3,1,130.33,-1.5645,0.6515,4.5646,5,4,2
Cc1ccc2c(c1)C=C(N)C1=NC=C(C(=O)N3CCCCC3)C12,307.4,2.74,1,3,1,58.69,23,4,1,135.94,-2.2586,0.867,4.3525,4,4,2
COc1cc(OCC(=O)O)cc(Oc2cccc(C(=O)O)c2)c1,318.28,2.65,2,5,7,102.29,23,2,2,131.2,-2.5294,0.8086,3.9147,4,4,2
CC(F)=Cc1ccccc1NCNC(=O)c1csc2nc[nH]c12,330.39,3.75,3,4,5,69.81,23,3,3,135.8,-2.9415,0.624,3.9357,4,4,2
O=C(O)C1CN(c2cc(F)cc(-c3ccc(F)cc3)c2)CCN1,318.32,2.49,2,3,3,52.57,23,3,2,131.9,-2.4639,0.9129,4.3421,4,4,2
O=C(O)CCOCC1Cc2nc3ccccc3c(=O)n2CC1O,318.33,0.42,2,6,5,101.65,23,3,2,131.7,-1.8713,0.7749,4.5859,4,4,2
O=C1C(O)C2c3nc4ccccc4c(=O)n3CC(O)C2C1(F)F,322.27,0.05,2,6,0,92.42,23,4,2,127.55,-1.7684,0.7149,4.8718,4,4,2
COc1cc(O)ccc1Cn1[nH]c(=O)c(C(=O)O)c1C(F)(F)F,332.23,1.66,3,5,4,104.55,23,2,2,126.08,-2.3046,0.7897,3.882,4,4,2
CN1NC(=O)C(NC(=O)Oc2cc3ccccc3cc2F)C1=O,317.28,0.94,2,4,2,87.74,23,3,2,129.53,-1.9828,0.807,4.3316,4,4,2
COC(C)c1cccc(Oc2c(F)cc3ccccc3c2O)c1,312.34,5.18,1,3,4,38.69,23,3,3,133.45,-3.2648,0.7208,4.3421,4,3,2
O=C(O)C1CCCN(c2cc(F)cc(-c3ccc(F)cc3)c2)C1,317.34,3.93,1,2,3,40.54,23,3,2,132.72,-2.8339,0.9322,4.3421,4,4,2
C=C1CNC(OCC(C)C)C2C(=O)c3cnc(N)cc3N2C1=O,316.36,0.72,2,6,3,97.55,23,3,1,134.05,-1.7971,0.7975,4.5646,4,4,2
COc1cccc2c(C(=O)O)c(C3CC(=O)N(C)C(=O)N3)oc12,318.29,1.75,2,5,3,109.08,23,3,2,130.16,-2.1741,0.8921,4.3208,4,4,2
Cn1nc(N2CNC(C(=O)O)=C2C(F)(F)F)c2ccc(O)cc21,328.25,1.5,3,6,2,90.62,23,3,2,126.77,-2.1626,0.774,3.8931,3,4,2
O=C(O)c1cc(Oc2c(F)cc3ccccc3c2O)ccc1O,314.27,3.88,3,4,3,86.99,23,3,3,129.36,-2.9311,0.6827,3.9147,4,4,2
Cc1c(O)cc(OC(C)(C(=O)NCC(C)C)C(F)(F)F)c(O)c1O,351.32,2.58,4,5,5,99.02,24,1,1,136.42,-2.4963,0.4827,4.2984,4,4,2
Cc1cc(-c2cccc(N)c2)n(-c2cc(CO)c(F)c(F)c2F)n1,333.31,3.34,2,4,3,64.07,24,3,3,135.51,-2.9138,0.5707,3.9353,4,4,2
CNC(CNC(=O)C1C=CN=C1O)c1cc(OC)c(F)c(F)c1F,343.31,1.59,3,4,6,82.95,24,2,1,135.58,-2.1959,0.6852,4.5855,4,4,2
C=C1CNC(OCCOCC)C2C(=O)c3cnc(N)cc3N2C1=O,332.36,0.1,2,7,5,106.78,24,3,1,139.16,-1.7353,0.5816,4.6062,3,4,2
Cc1cc(C(=O)O)cnc1OC1=C2CC=NC=C2CC(C(C)N)=C1,325.37,2.76,2,5,4,97.8,24,3,1,139.62,-2.3816,0.8868,4.3624,4,4,2
O=C1NCC(Oc2c(F)cc3ccncc3c2O)c2ccccc21,324.31,2.94,2,4,2,71.45,24,4,3,136.26,-2.7185,0.7601,4.3825,4,4,2
CN1C=CC(NC(=O)NCc2cc(F)cc(-c3ccccc3)c2)N1,326.38,2.58,3,3,4,56.4,24,3,2,139.69,-2.5257,0.8093,4.3825,4,4,2
Cn1ccc(NC(=O)NCc2cc(F)cc(-c3ccccc3)c2)n1,324.36,3.55,2,3,4,58.95,24,3,3,138.67,-2.9209,0.7709,3.9656,4,4,2
Oc1c(Oc2ccccc2C2=NN=CC2)c(F)cc2ccccc12,320.32,4.66,1,4,3,54.18,24,4,3,137.09,-3.1495,0.7631,3.9755,4,4,2
O=c1[nH]cc(Oc2c(F)cc3ccncc3c2O)c2ccccc12,322.3,3.71,2,4,2,75.21,24,4,4,134.53,-3.0308,0.5897,3.9656,4,4,2
CCc1cc(F)cc(C(=O)NCc2c(CN)csc2NC(C)=O)c1,349.43,2.8,3,4,6,84.22,24,2,2,143.61,-2.7025,0.7497,3.9353,3,4,2
C=CCNc1ccc(F)cc1NC(=O)C1=CN=C2C1=C=CC=C2N,322.34,2.64,3,4,5,79.51,24,3,1,138.01,-2.3381,0.5758,3.9557,4,4,2
CC(F)=Cc1ccccc1NCNC(=O)c1coc2cncnc12,326.33,3.35,2,5,5,80.05,24,3,3,136.97,-2.8248,0.7029,3.9656,4,4,2
Oc1c(Oc2cccc(C3CCCO3)c2)c(F)cc2ccccc12,324.35,5.33,1,3,3,38.69,24,4,3,138.81,-3.3486,0.7076,4.3923,4,3,2
CC1CC(O)CC1NC(=O)c1nc(-c2ccccc2)[nH]c(=O)c1N,328.37,0.91,4,5,3,121.1,24,3,2,138.48,-2.0957,0.6671,4.7792,4,4,2
COc1cccc2c(C(=O)O)c(-c3cc4c(O)cccc4[nH]3)oc12,323.3,3.99,3,4,3,95.69,24,4,4,135.45,-3.0542,0.5295,3.9557,4,4,2
O=C(O)c1cc(Oc2c(F)cc3ccccc3c2O)c(F)cc1O,332.26,4.02,3,4,3,86.99,24,3,3,133.52,-3.0541,0.6742,3.9353,4,4,2
CC=Cc1cc2c(oc3ccc(C(=O)O)c(O)c32)c(C(=O)O)c1O,328.28,3.43,4,5,3,128.2,24,3,3,134.22,-2.7837,0.5795,3.9249,4,4,2
CC(F)=Cc1ccccc1NCNC(=O)C1=CC(=O)c2cn[nH]c21,326.33,2.51,3,4,5,86.88,24,3,2,137.01,-2.4823,0.7369,3.9557,4,4,2
Cc1cccc(-c2cc(C)nn2-c2cc(CO)c(F)c(F)c2F)c1,332.32,4.07,1,3,3,38.05,24,3,3,136.54,-3.0984,0.7345,3.9353,4,4,2
Cc1nc(C2=C=NN=C2)nc(-c2cc(F)c3cccc(O)c3c2)n1,319.3,2.9,1,6,2,83.62,24,4,3,135.31,-2.678,0.7869,3.9656,3,4,2
CC(F)=Cc1ccccc1NCNC(=O)C1=CN=C2CN=CC=C12,324.36,2.85,2,4,5,65.85,24,3,1,138.95,-2.405,0.818,3.9656,4,4,2
O=C(O)c1cc2c(oc3ccc(C(=O)O)c(O)c32)c(C(=O)O)c1O,332.22,2.09,5,6,3,165.5,24,3,3,131.14,-2.4576,0.4823,3.9143,4,4,1
CN1C(=O)NC(c2oc3ccccc3c2C(=O)O)C2=C1C(=O)N=C2,325.28,1.69,2,4,2,112.21,24,4,2,134.61,-2.1823,0.8723,4.3624,4,4,2
C=CNC=CC1=NC2C(C(=O)N3CCCC3(C)C)=CN=C2C(N)=C1,325.42,1.64,2,5,4,83.08,24,3,0,141.77,-1.9046,0.824,4.3624,4,4,2
CCc1cc(F)cc(C(=O)NCc2c(CN)coc2NC(C)=O)c1,333.36,2.33,3,4,6,97.36,24,2,2,138.77,-2.4835,0.7555,3.9353,4,4,2
CC(F)=Cc1ccccc1NCNC(=O)c1csc2c1NC(N)=[SH]2,364.47,3.17,5,5,5,79.18,24,3,2,146.27,-2.8834,0.3208,3.9557,4,4,2
NC1CC(C(O)OC2CCCC2)CC2Cn3c(nccc3=O)CC12,333.43,1.05,2,6,3,90.37,24,4,1,141.58,-1.9776,0.807,5.0431,4,4,2
Nc1c(C(=O)Nc2ccc(Cl)cc2)nc(-c2ccccc2)[nH]c1=O,340.77,2.92,3,4,3,100.87,24,3,3,141.87,-2.8797,0.6819,3.9557,4,4,2
Cc1cc(-c2cccc(O)c2)n(-c2cc(CO)c(F)c(F)c2F)n1,334.3,3.46,2,4,3,58.28,24,3,3,134.97,-2.951,0.7213,3.9353,4,4,2
C=Cc1cc(Oc2cccc(C(=O)NC)c2)c2c(c1)C(O)C=CO2,323.35,3.42,2,4,4,67.79,24,3,2,139.39,-2.7267,0.9045,4.3725,4,4,2
