SMILES,Tanimoto,NLL,Status,UMAP1,UMAP2
CC(C)Nc1nc2cc(Cl)ccc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,0.7297297297297297,4.534571647644043,Generate,25.991993,15.678778
OC[C@H]1O[C@@H](n2c(Br)nc3cc(Cl)c(Cl)cc32)[C@H](O)[C@@H]1O,0.7183098591549296,4.614891529083252,Generate,26.125807,14.923097
CNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@H]1O,0.8115942028985508,4.903916835784912,Generate,26.198336,15.571149
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,1.0,4.977184295654297,Generate,26.558153,14.337373
COc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,0.7123287671232876,5.143922328948975,Generate,25.842047,15.42744
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1OC[C@@H](O)[C@H]1O,0.6891891891891891,5.255800247192383,Generate,24.301842,14.571757
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1OC[C@@H](O)[C@@H]1O,0.6891891891891891,5.278242588043213,Generate,24.268337,14.857277
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@@H](O)[C@H]1O,1.0,5.297186374664307,Generate,26.146515,16.083984
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1C[C@@H](O)[C@@H](CO)O1,0.7066666666666667,5.388737678527832,Generate,27.145462,14.555056
CCOc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,0.6842105263157895,5.403646469116211,Generate,26.167076,14.423311
COCCNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,0.717948717948718,5.4358906745910645,Generate,25.731699,14.627996
CC(C)(O)CNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,0.7307692307692307,5.494053840637207,Generate,25.41724,14.44293
CCN(CC)c1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,0.6625,5.534183502197266,Generate,26.008179,15.282584
CCCCCNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,0.691358024691358,5.542978286743164,Generate,27.02942,16.534729
OC[C@H]1O[C@@H](n2c(NC3CCC3)nc3cc(Cl)c(Cl)cc32)[C@H](O)[C@@H]1O,0.6962025316455697,5.574784755706787,Generate,24.372122,17.857313
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,1.0,5.632607460021973,Generate,26.450607,14.631864
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@@H]1OC[C@@H](O)[C@H]1O,0.6891891891891891,5.649033069610596,Generate,24.466934,14.789887
CCNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@H]1O,0.7777777777777778,5.656293869018555,Generate,26.68099,15.658086
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1OC(CO)C[C@H]1O,0.7066666666666667,5.679732799530029,Generate,26.7954,14.970997
OC[C@H]1O[C@@H](n2c(NC3CC3)nc3cc(Cl)c(Cl)cc32)[C@@H](O)[C@@H]1O,0.7236842105263158,5.695790767669678,Generate,24.313774,18.059837
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@@H]1O[C@@H](CO)[C@@H](O)[C@H]1O,1.0,5.876039981842041,Generate,25.783257,15.743723
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1F,0.8309859154929577,5.943032264709473,Generate,26.368433,16.733023
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1S[C@H](CO)[C@@H](O)[C@H]1O,0.7105263157894737,6.047041893005371,Generate,25.343298,13.398177
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@@H](O)[C@@H]1O,1.0,6.063822746276856,Generate,27.233515,15.734265
OC[C@H]1O[C@@H](n2c(O)nc3cc(Cl)c(Cl)cc32)[C@H](O)[C@@H]1O,0.7183098591549296,6.069992542266846,Generate,25.019938,14.023675
CCC(CC)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,0.7894736842105263,6.0914154052734375,Generate,25.553436,15.561026
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1C[C@H](O)[C@@H](CO)O1,0.7066666666666667,6.138226509094238,Generate,27.608492,14.75949
CCc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,0.7123287671232876,6.21332597732544,Generate,25.159094,14.588843
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1OC[C@H](O)[C@@H]1O,0.6891891891891891,6.216907978057861,Generate,24.312902,14.384835
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CN)[C@H](O)[C@@H]1O,0.8571428571428571,6.254932880401611,Generate,24.997324,15.978803
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1C[C@@H](O)[C@H](CO)O1,0.7066666666666667,6.278333187103272,Generate,27.539415,14.38495
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@@H]1C[C@H](O)[C@@H](CO)O1,0.7066666666666667,6.291414260864258,Generate,27.439413,14.58676
CC(=O)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,0.7567567567567568,6.325930595397949,Generate,26.604126,15.438909
Cc1cc2nc(NC(C)C)n([C@H]3O[C@@H](CO)[C@H](O)[C@@H]3O)c2cc1Cl,0.8309859154929577,6.349521636962891,Generate,24.355564,15.767506
CCOC(=O)CNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,0.6746987951807228,6.352041244506836,Generate,26.697073,14.359889
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1S[C@H](CO)[C@@H](O)[C@@H]1O,0.7105263157894737,6.412231922149658,Generate,25.580252,13.540875
CC(C)Nc1nc2cc(F)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,0.8309859154929577,6.4903950691223145,Generate,26.354061,16.113573
Cc1cc2c(cc1Cl)nc(NC(C)C)n2[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,0.8309859154929577,6.546627044677734,Generate,25.03532,15.214971
CC(C)Nc1nc2ccc(Cl)c(Cl)c2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,0.7105263157894737,6.565041542053223,Generate,26.41612,14.933923
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1S[C@@H](CO)[C@H](O)[C@@H]1O,0.7105263157894737,6.642617225646973,Generate,25.764881,13.222581
OC[C@H]1O[C@@H](n2c(NCC3CC3)nc3cc(Cl)c(Cl)cc32)[C@H](O)[C@@H]1O,0.6962025316455697,6.736506462097168,Generate,26.095324,14.489682
C=CCNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,0.7236842105263158,6.794471263885498,Generate,25.251722,14.1347685
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@H](CO)[C@@H](O)[C@H]1F,0.8309859154929577,6.947796821594238,Generate,26.240395,16.70791
CC(C)CNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@H]1O,0.821917808219178,6.986314296722412,Generate,26.624376,14.643753
CC(O)CNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,0.7733333333333333,7.047441005706787,Generate,25.60494,14.095643
OC[C@H]1O[C@@H](n2c(NC3CCCC3)nc3cc(Cl)c(Cl)cc32)[C@H](O)[C@@H]1O,0.6626506024096386,7.093284130096436,Generate,24.436056,17.882278
CC(C)N(C)c1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,0.7368421052631579,7.10498571395874,Generate,25.492374,16.47414
CC(C)Nc1nc2cc(Br)c(Br)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,0.7333333333333333,7.112011909484863,Generate,25.858902,16.095884
CC(C)Nc1nc2c(Cl)cc(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,0.7567567567567568,7.127000331878662,Generate,25.024033,16.253435
CC(Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O)C(C)(C)C,0.8026315789473685,7.129065036773682,Generate,25.771738,16.34236
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,0.8309859154929577,7.132387161254883,Generate,26.601553,16.99678
CC(C)c1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,0.7887323943661971,7.168752670288086,Generate,25.50977,16.119383
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@@H](O)[C@H]1F,0.8309859154929577,7.276354312896728,Generate,26.12413,16.987097
OC[C@H]1OC(n2c(Cl)nc3cc(Cl)c(Cl)cc32)[C@H](O)[C@@H]1O,0.7183098591549296,7.283935070037842,Generate,25.033506,15.749069
CC(C)[C@H](O)CNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,0.7692307692307693,7.3063764572143555,Generate,26.004028,13.918426
CCC(=O)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,0.7272727272727273,7.352099895477295,Generate,24.809544,14.998152
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@@H](O)[C@@H]1F,0.8309859154929577,7.354278564453125,Generate,26.28261,17.156073
CC(C)Oc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,0.7567567567567568,7.414637088775635,Generate,25.053724,14.754451
CC(C)(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@H]1O,0.76,7.42367696762085,Generate,27.33927,15.159945
CC(C)[C@@H](O)CNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,0.7692307692307693,7.444711208343506,Generate,26.139482,13.990801
CC(C)(Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O)C(F)(F)F,0.6951219512195121,7.465565681457519,Generate,27.571173,15.393905
OC[C@H]1O[C@@H](n2c(Cl)nc3cc(Cl)c(Cl)cc32)[C@@H](O)[C@@H]1O,0.7183098591549296,7.49174165725708,Generate,24.869965,15.539304
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1C[C@@H](O)[C@@H](O)[C@@H]1O,0.6710526315789473,7.498069763183594,Generate,26.711697,13.630175
OC[C@H]1O[C@@H](n2c(OCC3CC3)nc3cc(Cl)c(Cl)cc32)[C@H](O)[C@@H]1O,0.6144578313253012,7.498544216156006,Generate,25.746769,14.208589
OC[C@H]1OC(n2c(NC3CC3)nc3cc(Cl)c(Cl)cc32)[C@H](O)[C@@H]1O,0.7236842105263158,7.5658793449401855,Generate,24.257626,17.958504
OC[C@H]1O[C@@H](n2c(OC3CC3)nc3cc(Cl)c(Cl)cc32)[C@H](O)[C@@H]1O,0.6375,7.599016189575195,Generate,25.223095,15.530856
CC[C@H](Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O)C(C)C,0.8157894736842105,7.604918956756592,Generate,24.483742,15.381191
OC[C@H]1O[C@@H](n2c(F)nc3cc(Cl)c(Cl)cc32)[C@H](O)[C@@H]1O,0.7183098591549296,7.611330986022949,Generate,27.126049,15.69956
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@@H]1O[C@@H](CO)[C@H](O)[C@H]1O,1.0,7.63436222076416,Generate,24.515913,14.064491
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1C[C@@H](CO)[C@@H](O)[C@H]1O,0.7105263157894737,7.634604930877685,Generate,26.917465,13.456486
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1C[C@@H](CO)[C@@H](O)[C@@H]1O,0.7105263157894737,7.692514419555664,Generate,27.04882,13.531705
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1C[C@@H](O)[C@H](O)[C@@H]1O,0.6710526315789473,7.694345474243164,Generate,26.844303,13.90449
CC(C)Nc1nc2ccc(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@H]1O,0.7297297297297297,7.695199012756348,Generate,25.410156,13.915633
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1C[C@H](O)[C@@H](O)[C@@H]1O,0.6710526315789473,7.730443954467773,Generate,27.01048,13.847476
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1OC(CO)C[C@@H]1O,0.7066666666666667,7.745708465576172,Generate,26.926481,15.078638
CN(C)c1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@H]1O,0.7162162162162162,7.76227331161499,Generate,24.960825,14.386147
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CF)[C@H](O)[C@@H]1O,0.8571428571428571,7.770141124725342,Generate,25.351423,16.078674
Cc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@H]1O,0.7428571428571429,7.778129577636719,Generate,26.275923,14.165322
CCN(C)c1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,0.6883116883116883,7.822890281677246,Generate,24.71838,14.057099
CCCNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@H]1O,0.7466666666666667,7.829059600830078,Generate,27.251966,16.166702
OC[C@H]1O[C@@H](n2c(NC3CCC3)nc3cc(Cl)c(Cl)cc32)[C@@H](O)[C@@H]1O,0.6962025316455697,7.8301520347595215,Generate,24.521778,18.062407
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1C[C@@H](O)[C@@H](O)[C@H]1O,0.6710526315789473,7.862375259399414,Generate,26.524931,13.4381
CNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@@H](O)[C@@H]1O,0.8115942028985508,7.899919986724853,Generate,26.841618,15.957909
