SMILES,Tanimoto,NLL,Status,UMAP1,UMAP2
CCS(=O)(=O)N1CCC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.875,4.179015636444092,Generate,-0.92569774,12.198458
CCS(=O)(=O)N1CC(Cn2ccnc2)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7142857142857143,4.18405294418335,Generate,-1.9302948,12.598613
CCCS(=O)(=O)N1CC(C)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7023809523809523,4.225354194641113,Generate,-1.5460436,14.043262
CCS(=O)(=O)N1CCC(C)(n2cc(-c3ncnc4[nH]ccc34)cn2)CC1,0.651685393258427,4.411872386932373,Generate,-1.320803,14.317654
CC(C)CS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.8414634146341463,4.940063953399658,Generate,-3.0068703,13.267373
CCS(=O)(=O)N1CC(C#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.810126582278481,5.107985019683838,Generate,-1.7908692,12.943459
CCS(=O)(=O)N1CC(CC(N)=O)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7831325301204819,5.197807788848877,Generate,-0.56593746,12.742627
CCS(=O)(=O)N1CCC(C)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.6941176470588235,5.272717475891113,Generate,-1.7081294,14.4988785
CCS(=O)(=O)N1CC(CCN(C)C)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7558139534883721,5.2748332023620605,Generate,-2.621685,13.048782
CCC(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7560975609756098,5.315227508544922,Generate,-2.260717,11.761925
CCCS(=O)(=O)N1CCC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)CC1,0.7142857142857143,5.316791534423828,Generate,-0.23821382,13.170526
CCS(=O)(=O)N1CC(CN2CCCC2)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7142857142857143,5.328670501708984,Generate,-2.1567013,10.968835
CC(C)(C)CS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.8214285714285714,5.384310722351074,Generate,-2.2279484,12.732315
CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(S(C)(=O)=O)C1,0.7283950617283951,5.388126373291016,Generate,-1.9344283,13.872302
CCS(=O)(=O)N1CC(CN(C)C)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7831325301204819,5.414997577667236,Generate,-2.977713,12.837276
CCS(=O)(=O)N1CC(CN)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.8333333333333334,5.468451976776123,Generate,-2.5882044,13.396579
CCS(=O)(=O)N1CC(CF)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.8333333333333334,5.48756217956543,Generate,-3.6354322,12.885305
CCN(CC)S(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7906976744186046,5.50205135345459,Generate,-1.9459159,12.352176
CCS(=O)(=O)N1CC(CO)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.8333333333333334,5.568883895874023,Generate,-1.2116786,12.953062
CCS(=O)(=O)N1CC(F)(F)C(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7906976744186046,5.586656093597412,Generate,-3.0802882,12.74968
CC(C)(O)CS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.8214285714285714,5.589517116546631,Generate,-2.4385097,12.033652
CCS(=O)(=O)N1CC(OC)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7439024390243902,5.658628463745117,Generate,-0.8750051,13.923664
CC(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7407407407407407,5.665270805358887,Generate,-1.4333028,12.097611
CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(S(=O)(=O)CC)C1,0.8333333333333334,5.667201042175293,Generate,-2.617977,13.943968
CCS(=O)(=O)N1CC(CCO)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.8024691358024691,5.67832612991333,Generate,-3.448782,12.936588
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ncc34)cn2)C1,0.7804878048780488,5.711184501647949,Generate,-2.6450324,12.939466
CCCS(=O)(=O)N1CC(F)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7023809523809523,5.753921508789063,Generate,-1.2099091,13.763485
CCS(=O)(=O)N1CC(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.6428571428571429,5.779952049255371,Generate,-2.6733282,14.179937
CCS(=O)(=O)N1CC(CN2CCOCC2)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.6914893617021277,5.812003612518311,Generate,-2.3961654,11.209329
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(S(=O)(=O)c2ccccc2)C1,0.6914893617021277,5.846650123596191,Generate,-0.15801315,12.358719
CCS(=O)(=O)N1CCC(CC(N)=O)(n2cc(-c3ncnc4[nH]ccc34)cn2)CC1,0.648936170212766,5.974743843078613,Generate,-0.106265604,12.890139
CCCS(=O)(=O)N1CC(CC(F)(F)F)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.6813186813186813,6.094018936157227,Generate,-1.3164847,13.314898
CCS(=O)(=O)N1CC(n2cc(-c3ncnc4[nH]ccc34)cn2)(S(=O)(=O)CC(F)(F)F)C1,0.6526315789473685,6.09923267364502,Generate,-0.65468884,13.8916855
CCS(=O)(=O)N1CC(Cn2cc(-c3ncnc4[nH]ccc34)cn2)(C(F)(F)F)C1,0.6483516483516484,6.107713222503662,Generate,-1.0657796,14.250427
CCCS(=O)(=O)N1CC(CC)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7380952380952381,6.150802135467529,Generate,-1.4913259,13.8090105
CCS(=O)(=O)N1CC(n2cc(-c3ncnc4[nH]ccc34)cn2)(C(C)(C)C#N)C1,0.7441860465116279,6.255026340484619,Generate,-1.9555707,13.850239
CCCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(S(=O)(=O)CC)C1,0.8024691358024691,6.363473415374756,Generate,-3.0798764,13.741663
CC(C)S(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.8048780487804879,6.370749473571777,Generate,-2.0368133,12.985992
CC(C)(O)CC1(CC#N)CN(S(=O)(=O)CC(F)(F)F)C1,0.23,6.391917705535889,Generate,-1.9878953,15.213011
CCS(=O)(=O)N1CC(Cn2cc(-c3ncnc4[nH]ccc34)cn2)(C(F)F)C1,0.6629213483146067,6.444273948669434,Generate,-2.4657404,13.761807
CCS(=O)(=O)N1CC(CC#N)(n2cc(F)c(-c3ncnc4[nH]ccc34)c2)C1,0.7011494252873564,6.458069801330566,Generate,-1.8266674,13.145038
CC[C@@H](C)S(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.8192771084337349,6.461076736450195,Generate,-3.0310524,11.999423
CCS(=O)(=O)N1CC(C)(Cn2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7023809523809523,6.481780052185059,Generate,-3.1021376,13.45518
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]c(C)cc34)cn2)C1,0.7619047619047619,6.492223739624023,Generate,-2.5834868,13.649826
CCCS(=O)(=O)N1CC(n2cc(-c3ncnc4[nH]ccc34)cn2)(S(C)(=O)=O)C1,0.6483516483516484,6.501083850860596,Generate,-0.64872056,13.514811
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]cnc34)cn2)C1,0.7590361445783133,6.527145385742188,Generate,-3.339439,13.396051
COCC(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7093023255813954,6.539050102233887,Generate,-2.702587,11.630096
CCS(=O)(=O)N1CC(CN2CCC(F)(F)C2)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.6842105263157895,6.566549777984619,Generate,-1.4674295,11.596712
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(S(=O)(=O)C(F)(F)F)C1,0.7647058823529411,6.578728199005127,Generate,-2.9801579,12.450868
CCS(=O)(=O)N1CC(n2cc(-c3ncnc4[nH]ccc34)cn2)(C(C)(C)C)C1,0.7093023255813954,6.5812578201293945,Generate,-2.283131,14.0793295
CCCCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.8536585365853658,6.591616630554199,Generate,-1.2139233,12.635982
CCCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(S(C)(=O)=O)C1,0.7228915662650602,6.5921125411987305,Generate,-2.1652582,13.486843
CCS(=O)(=O)N1CC(Cn2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.6395348837209303,6.601289749145508,Generate,-1.9010167,13.266399
CC(F)(F)CS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.8214285714285714,6.637402057647705,Generate,-2.7607691,12.144892
CCn1cnc(S(=O)(=O)N2CC(CC#N)(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)c1,0.7311827956989247,6.6459550857543945,Generate,-0.97313505,13.132421
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(S(=O)(=O)C2CC2)C1,0.7738095238095238,6.679562091827393,Generate,-2.5712068,12.444322
CCS(=O)(=O)N1CCC(n2cc(-c3ncnc4[nH]ccc34)cn2)(S(C)(=O)=O)CC1,0.6041666666666666,6.733048915863037,Generate,-0.34061474,14.084269
CCS(=O)(=O)N1CC(c2ccccc2)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.6421052631578947,6.733565807342529,Generate,-1.7091905,13.633869
CCOC(=O)CC1(CC)CCN(S(=O)(=O)CC)C1,0.1862745098039215,6.8346710205078125,Generate,-2.2079823,15.086733
CCC(F)(F)C1(CC#N)CN(S(=O)(=O)CC)C1,0.3033707865168539,6.845798015594482,Generate,-1.793081,15.214763
CCS(=O)(=O)N1CC[C@@H](n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.6136363636363636,6.959512710571289,Generate,-2.4438434,14.428582
CCOC(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7294117647058823,6.977667331695557,Generate,-2.1983616,14.488976
CCS(=O)(=O)N1CC(Cc2ccccc2)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.6914893617021277,7.005945205688477,Generate,-3.3207905,12.415131
CCS(=O)(=O)N1CC(Cn2cccn2)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7142857142857143,7.020079135894775,Generate,-3.0932252,11.454641
CCS(=O)(=O)N1CC(O)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7721518987341772,7.025998115539551,Generate,-3.4332755,13.948036
CCCS(=O)(=O)N1CCC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7790697674418605,7.047663688659668,Generate,-0.7927139,12.395982
CCC(F)(F)C(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.6966292134831461,7.0841498374938965,Generate,-1.8354828,11.929313
CCOC(=O)CC1(CC)CN(S(=O)(=O)CC)C1,0.21875,7.115460395812988,Generate,-2.076635,15.3361025
CCS(=O)(=O)N1CC(CCN2CCOCC2)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,,7.176872730255127,Generate,-2.0354774,11.317944
CCS(=O)(=O)N1CC(Cn2nccn2)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.6701030927835051,7.180888175964356,Generate,-1.4675452,12.40819
CCS(=O)(=O)N1CC(CN2CC(CC#N)(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)C1,0.7142857142857143,7.187378406524658,Generate,-1.1848346,12.646166
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]cc(Cl)c34)cn2)C1,0.797752808988764,7.195374965667725,Generate,-2.6657536,13.087734
CCOC(=O)CC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(S(=O)(=O)CC)C1,0.7411764705882353,7.207055568695068,Generate,-3.015645,14.3167715
CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(S(=O)(=O)C(C)C)C1,0.7303370786516854,7.216620922088623,Generate,-2.1317322,13.619205
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)c(F)n2)C1,0.686046511627907,7.217987060546875,Generate,-2.3770275,13.21437
CCS(=O)(=O)N1CC(CCN2CCCC2)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7411764705882353,7.3144450187683105,Generate,-1.7825568,11.166267
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]cc(C)c34)cn2)C1,0.6914893617021277,7.3151702880859375,Generate,-0.671617,13.023949
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(S(=O)(=O)c2ccc(Cl)cc2)C1,0.7411764705882353,7.325584411621094,Generate,-0.098623805,12.15984
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(S(=O)(=O)CC(F)(F)F)C1,0.6770833333333334,7.365429401397705,Generate,-3.3537788,11.881691
CCS(=O)(=O)N1CC(CO)(Cn2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.8,7.365956306457519,Generate,-1.5120796,12.930573
CCS(=O)(=O)N1CCC(CC(N)=O)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.8333333333333334,7.389819622039795,Generate,-0.5437909,12.216597
CCS(=O)(=O)N1CC(CC(F)F)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.6781609195402298,7.394627571105957,Generate,-3.453949,12.513384
CC1(S(=O)(=O)N2CC(CC#N)(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)CC1,0.7078651685393258,7.423191547393799,Generate,-1.099739,11.801747
CCS(=O)(=O)N1CC[C@](C)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7831325301204819,7.427390098571777,Generate,-1.6159655,14.61866
CCOC(=O)CC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(S(C)(=O)=O)C1,0.7764705882352941,7.437891960144043,Generate,-2.9119263,14.558187
CCS(=O)(=O)N1CC(CC(=O)O)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.6941176470588235,7.44385814666748,Generate,-1.4824327,13.031681
CCN(CC(F)(F)F)S(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.6593406593406593,7.453878402709961,Generate,-1.8824459,12.225107
