smiles,tool,UMAP1,UMAP2
CC[C@H](C)n1c(=O)n([C@@H](C)[C@@H](O)C(C)(C)O)c(=Nc2ccc(Cl)cc2)c2ccccc21,MolMin,6.481094,2.3385985
C=CCN1NC(Cl)=C=C1C(=O)N1CCC[C@@H]2CCC[C@H]21,MolMin,7.0293255,0.8414936
C=CCNC(=O)C1=CNC(=O)[C@H]2C=C(Cl)CN(C(=O)[C@H](O)C(C)(C)O)[C@H]12,MolMin,6.981553,1.7371935
C=C(C(=N)N1CCC2=C(CCC(=O)N2)C1)C(=O)O,MolMin,6.7621636,1.430883
CNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,-2.021701,4.8464828
OC[C@H]1O[C@@H](n2c(Cl)nc3cc(Cl)c(Cl)cc32)[C@H](O)[C@@H]1O,MolSpark,-2.3721216,4.592537
CCNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,-2.3232272,4.7448525
OC[C@H]1O[C@@H](n2c(NC3CC3)nc3cc(Cl)c(Cl)cc32)[C@H](O)[C@@H]1O,MolSpark,-2.5324163,4.5087852
CCCNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,-2.8138082,5.3163505
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,MolSpark,-1.994781,4.523759
CC(C)CNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,-2.2580829,4.3602705
CCCCNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,-2.7362733,5.591308
Cc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,-2.8078115,4.4836717
CSc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,-2.5916328,4.2103505
OC[C@H]1O[C@@H](n2c(I)nc3cc(Cl)c(Cl)cc32)[C@H](O)[C@@H]1O,MolSpark,-2.9849184,4.7801867
CN(C)c1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,-2.108753,5.321703
CC(C)Nc1nc2ccc(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,-2.8305256,4.5153813
CCC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,-2.2753937,4.1340857
Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,-2.2446082,4.8332334
CC(C)(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,-3.1990802,4.8845687
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O,MolSpark,-2.52784,4.106292
CC(C)Nc1nc2cc(Cl)ccc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,-2.8959017,5.0743876
OC[C@H]1O[C@@H](n2c(Br)nc3cc(Cl)c(Cl)cc32)[C@H](O)[C@@H]1O,MolSpark,-2.452556,5.216239
CNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@H]1O,MolSpark,-1.7842118,4.993325
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,MolSpark,-3.1482291,4.1947303
COc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,-2.4297395,4.0082545
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1OC[C@@H](O)[C@H]1O,MolSpark,-2.8615263,3.933205
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1OC[C@@H](O)[C@@H]1O,MolSpark,-2.867321,4.0088353
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@@H](O)[C@H]1O,MolSpark,-2.6383395,5.0435257
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1C[C@@H](O)[C@@H](CO)O1,MolSpark,-2.51005,5.2288604
CCOc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,-1.8604367,4.375439
COCCNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,-3.2854626,4.6284227
CC(C)(O)CNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,-1.9315957,4.139436
CCN(CC)c1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,-1.8817911,5.413214
