smiles,tool
CSCC[C@@H](NC(=O)[C@@H](C)Cc1ccc2c(c1)CC(=O)N2)C(=O)N1CCC2(CCCC2)CC1,MolMin
CC(=O)N[C@H](Cc1ccc2c(c1)OCO2)C(=O)N1CC[C@@H]2[C@@](CO)(COc3ccccc3S2(=O)=O)C1,MolMin
CSCC[C@@H](NC(=O)c1ccc2c(c1)C[C@@H](C)O2)C(=O)NCc1ccc2c(c1)CC(=O)N2,MolMin
CSCC[C@H](NC(=O)c1ccccc1)C(=O)N[C@H](C)Cc1nnc(S)s1,MolMin
CSCC[C@@H](NC(=O)Cc1c(C)nc2sccn2c1=O)C(=O)N1CCOc2ccccc2C1,MolMin
C[C@H](Cc1ccco1)C(=O)N1CCCC12CCN(C(=O)CCSCc1ccccc1F)CC2,MolMin
COC(=O)[C@H]1CSCCN1c1nnc(-c2nc3c(s2)CCCC3)n1C[C@H]1CC=CCC1,MolMin
CCc1nnc(CN[C@H](C)CCCCN2C(=O)NC3(CCCCC3)C2=O)s1,MolMin
C=CCCCCn1c(-c2nnc3n2CCCC3)nnc1N1CCS[C@H](C(=O)OC(C)(C)C)C1,MolMin
CSc1ncc(C[C@@H](NC(=O)c2ccc(F)cc2)C(=O)O[C@@H](C)C(F)(F)F)c(=O)n1C,MolMin
N=C(O)SC[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(-n2cncn2)cc1)C(N)=O,MolMin
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)OCCS2,MolSpark
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(CCCS2)C[C@H]1C(=O)O,MolSpark
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(CCCO2)C[C@H]1C(=O)O,MolSpark
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)NO)SCCS2,MolSpark
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(CC1C(=O)O)OCCS2,MolSpark
CCOC(=O)[C@H](Cc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,MolSpark
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)OCCO2,MolSpark
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)N(C)C)SCCS2,MolSpark
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)N1CCCC1)SCCS2,MolSpark
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2(=O)=O,MolSpark
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SC/C2=N/O,MolSpark
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)N1CCOCC1)SCCS2,MolSpark
CCOC(=O)[C@H](CCc1cccc(F)c1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,MolSpark
CCOC(=O)[C@@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,MolSpark
CCOC(=O)[C@H](CCc1cccc(Cl)c1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,MolSpark
CCOC(=O)[C@H](CCCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,MolSpark
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)NC(C)C)SCCS2,MolSpark
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)OCC)SCCS2,MolSpark
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCC(=O)S2,MolSpark
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)OC)SCCS2,MolSpark
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,MolSpark
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(N)=O)SCCS2,MolSpark
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)N1CCCCC1)SCCS2,MolSpark
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(CCCS2)CC1C(=O)O,MolSpark
COC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,MolSpark
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(CCCCS2)C[C@H]1C(=O)O,MolSpark
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@@H]1C(=O)O)SCCS2,MolSpark
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)NCCS2,MolSpark
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)NS(C)(=O)=O)SCCS2,MolSpark
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)NC(C)(C)C)SCCS2,MolSpark
