smiles,tool,UMAP1,UMAP2
Cc1ncc(C[C@H]2NC(=O)C3(CCN(C(=O)[C@H]4CCC(F)(F)C4)CC3)NC2=O)s1,MolMin,-29.21533,33.04856
C[C@H](C(=O)N1CCCN2C(=O)SC[C@H]2C1)N1CCn2cnnc2C1,MolMin,-28.576078,32.36625
CCOC(=O)[C@@H]1CCCCCN1C(=O)[C@@H](Cc1csc(C)n1)NC(C)=O,MolMin,-28.060577,34.187946
C[C@H](C(=O)N1CCC2(CC1)OCCO2)N1C(=O)c2ccccc2C1=O,MolMin,-27.22192,33.59075
C[C@H]1CN(C(=O)OC(C)(C)C)CC2(CCN(C(=O)[C@@H]3CCc4nc(N)sc4C3)CC2)O1,MolMin,-28.677593,32.594902
O=C1CC2(CCN(C(=O)[C@@H]3CSCN3C(=O)C3=Cc4ccccc4CC3)CC2)[C@H](O)CN1,MolMin,-27.891106,32.26368
Cc1ncc(CC(=O)N2CCCCC23CN(C(=O)[C@@H](C)Cc2ccc4c(c2)OCO4)C3)s1,MolMin,-28.08339,32.672344
C[C@@H](Cc1cn2c(n1)SCC2)C(=O)N1CCC2(CC1)C[C@H](O)CN2C(=O)Cn1cncn1,MolMin,-28.341263,32.53228
CSCC[C@H](C(=O)N1CCSCC12CCCCC2)N1C(=O)c2ccccc2C1=O,MolMin,-27.357634,33.049488
CSCC[C@@H](NC(=O)Cn1cnc2c(c1=O)CCC2)C(=O)N1CCC2(CC1)CC(F)(F)C2,MolMin,-28.76414,33.22906
C[C@@H]1Oc2ccccc2C=C1C(=O)N1CCC([C@@H]2CCCCN2C(=O)Cc2nnc3n2CCC3)CC1,MolMin,-28.267038,31.82929
CSCC[C@H](C(=O)N1CCS(=O)(=O)C[C@@H]1C)N1C(=O)NC2(CCCC2)C1=O,MolMin,-28.063904,33.595158
CSCC[C@H](C(=O)N1CCCCCC1)N1C(=O)c2sc3c(c2C1=O)CC[C@H](C)C3,MolMin,-28.534342,32.208992
CSCC[C@@H](NC(=O)Cc1ccc(-n2cnnn2)cc1)C(=O)N1CCCC2(CCCCC2)C1,MolMin,-27.248371,32.173824
O=C(Cc1cnc(C2CC2)s1)N1CCC2(CCCCCN2C(=O)[C@H]2CC=CCC2)CC1,MolMin,-29.198732,32.28411
CC[C@H](C)[C@H](C(=O)N1CCc2nnn(CCO)c2C1)n1c(=O)sc2ccccc2c1=O,MolMin,-28.911915,31.877245
CSCC[C@@H](NC(=O)[C@@H](C)Cc1ccc2c(c1)CC(=O)N2)C(=O)N1CCC2(CCCC2)CC1,MolMin,-29.678032,31.34701
CC(=O)N[C@H](Cc1ccc2c(c1)OCO2)C(=O)N1CC[C@@H]2[C@@](CO)(COc3ccccc3S2(=O)=O)C1,MolMin,-27.406519,33.432262
CSCC[C@@H](NC(=O)c1ccc2c(c1)C[C@@H](C)O2)C(=O)NCc1ccc2c(c1)CC(=O)N2,MolMin,-28.176151,33.3442
CSCC[C@H](NC(=O)c1ccccc1)C(=O)N[C@H](C)Cc1nnc(S)s1,MolMin,-27.8847,33.946465
CSCC[C@@H](NC(=O)Cc1c(C)nc2sccn2c1=O)C(=O)N1CCOc2ccccc2C1,MolMin,-27.766098,33.209835
C[C@H](Cc1ccco1)C(=O)N1CCCC12CCN(C(=O)CCSCc1ccccc1F)CC2,MolMin,-28.210676,32.14759
COC(=O)[C@H]1CSCCN1c1nnc(-c2nc3c(s2)CCCC3)n1C[C@H]1CC=CCC1,MolMin,-28.384691,33.061337
CCc1nnc(CN[C@H](C)CCCCN2C(=O)NC3(CCCCC3)C2=O)s1,MolMin,-27.861055,33.515068
C=CCCCCn1c(-c2nnc3n2CCCC3)nnc1N1CCS[C@H](C(=O)OC(C)(C)C)C1,MolMin,-27.662085,33.627163
CSc1ncc(C[C@@H](NC(=O)c2ccc(F)cc2)C(=O)O[C@@H](C)C(F)(F)F)c(=O)n1C,MolMin,-27.479233,32.74466
N=C(O)SC[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(-n2cncn2)cc1)C(N)=O,MolMin,-28.967964,32.717525
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)OCCS2,MolSpark,-28.663204,30.1663
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(CCCS2)C[C@H]1C(=O)O,MolSpark,-29.158205,28.236807
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(CCCO2)C[C@H]1C(=O)O,MolSpark,-28.557562,30.897184
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)NO)SCCS2,MolSpark,-27.992151,29.562782
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(CC1C(=O)O)OCCS2,MolSpark,-28.742899,30.22889
CCOC(=O)[C@H](Cc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,MolSpark,-28.0266,30.968359
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)OCCO2,MolSpark,-28.780884,30.674301
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)N(C)C)SCCS2,MolSpark,-27.829367,30.691673
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)N1CCCC1)SCCS2,MolSpark,-28.359806,28.962273
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2(=O)=O,MolSpark,-28.09384,30.47429
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SC/C2=N/O,MolSpark,-28.33963,30.703821
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)N1CCOCC1)SCCS2,MolSpark,-28.487497,28.901484
CCOC(=O)[C@H](CCc1cccc(F)c1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,MolSpark,-29.180843,30.422
CCOC(=O)[C@@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,MolSpark,-27.460316,30.705322
CCOC(=O)[C@H](CCc1cccc(Cl)c1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,MolSpark,-29.37057,30.132887
CCOC(=O)[C@H](CCCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,MolSpark,-27.720037,30.85353
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)NC(C)C)SCCS2,MolSpark,-28.721048,29.629301
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)OCC)SCCS2,MolSpark,-27.789608,29.907957
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCC(=O)S2,MolSpark,-28.2894,30.659012
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)OC)SCCS2,MolSpark,-27.641525,30.002195
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,MolSpark,-27.950802,30.284811
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(N)=O)SCCS2,MolSpark,-28.187277,30.108011
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)N1CCCCC1)SCCS2,MolSpark,-28.542578,29.028376
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(CCCS2)CC1C(=O)O,MolSpark,-29.029034,28.282858
COC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,MolSpark,-28.615942,29.505436
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(CCCCS2)C[C@H]1C(=O)O,MolSpark,-29.120945,28.049242
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@@H]1C(=O)O)SCCS2,MolSpark,-28.719173,31.068613
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)NCCS2,MolSpark,-27.509832,30.391003
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)NS(C)(=O)=O)SCCS2,MolSpark,-28.321617,29.86626
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)NC(C)(C)C)SCCS2,MolSpark,-28.971016,29.747187
