smiles,tool,tSNE1,tSNE2
CC(C)(C)OC(=O)N1CCC[C@@H]2CC(=NN3CC=C(Cl)C3)C[C@H]21,MolMin,337.57092,-231.92873
CCOC(=O)C1=C(C(=O)N(C)[C@@H](C)[C@H](C)O)[C@H](c2ccccc2)N2C(=N1)c1ccccc12,MolMin,-308.75888,-283.05872
C=C(CCl)C(=O)N1CCC2(CC1)CC(C(=O)O)=NO2,MolMin,212.68837,338.89685
C=C(C)CN1CC2=C(C(=O)OC)N(c3ccc(Cl)cc3)CCN2C1=O,MolMin,-140.14964,-391.3619
CC[C@H](C)n1c(=O)n([C@@H](C)[C@@H](O)C(C)(C)O)c(=Nc2ccc(Cl)cc2)c2ccccc21,MolMin,391.60782,-33.452778
C=CCN1NC(Cl)=C=C1C(=O)N1CCC[C@@H]2CCC[C@H]21,MolMin,-24.327896,24.0874
C=CCNC(=O)C1=CNC(=O)[C@H]2C=C(Cl)CN(C(=O)[C@H](O)C(C)(C)O)[C@H]12,MolMin,121.300835,405.14706
C=C(C(=N)N1CCC2=C(CCC(=O)N2)C1)C(=O)O,MolMin,-248.95857,42.171684
CNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,118.503746,74.61776
OC[C@H]1O[C@@H](n2c(Cl)nc3cc(Cl)c(Cl)cc32)[C@H](O)[C@@H]1O,MolSpark,-37.644253,97.91651
CCNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,99.536835,206.73854
OC[C@H]1O[C@@H](n2c(NC3CC3)nc3cc(Cl)c(Cl)cc32)[C@H](O)[C@@H]1O,MolSpark,-35.91325,253.98643
CCCNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,39.053066,52.444252
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,MolSpark,50.153625,128.72528
CC(C)CNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,152.5685,4.501817
CCCCNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,267.97003,102.69692
Cc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,-27.826174,165.23587
CSc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,296.86017,-0.9799077
OC[C@H]1O[C@@H](n2c(I)nc3cc(Cl)c(Cl)cc32)[C@H](O)[C@@H]1O,MolSpark,-313.45917,-4.6577096
CN(C)c1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,211.42,182.82607
CC(C)Nc1nc2ccc(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,220.05466,29.88483
CCC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,-86.20872,200.28922
Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,164.35472,250.67183
CC(C)(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,186.82892,104.24606
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O,MolSpark,50.153625,128.72528
CC(C)Nc1nc2cc(Cl)ccc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,29.866997,218.60072
OC[C@H]1O[C@@H](n2c(Br)nc3cc(Cl)c(Cl)cc32)[C@H](O)[C@@H]1O,MolSpark,-115.79996,130.22777
CNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@H]1O,MolSpark,118.503746,74.61776
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,MolSpark,50.153625,128.72528
COc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,9.878559,317.96613
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1OC[C@@H](O)[C@H]1O,MolSpark,214.91814,-214.47514
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1OC[C@@H](O)[C@@H]1O,MolSpark,214.91814,-214.47514
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@@H](O)[C@H]1O,MolSpark,50.153625,128.72528
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1C[C@@H](O)[C@@H](CO)O1,MolSpark,365.8235,116.16744
CCOc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,84.67666,292.97482
COCCNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,80.00753,8.253965
CC(C)(O)CNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,135.66644,152.22484
CCN(CC)c1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark,280.89935,205.01114
