smiles,tool
C[C@H](O)[C@H](C)N1C(=N)N2C(=CC=C(Cl)Cl)CC[C@@H]2C1=O,MolMin
C[C@@H](C(=O)O)N(C)C(=O)C1=C2CCO[C@H]2[C@@H]2C(Cl)=CN(C)C2=N1,MolMin
O=C([C@@H]1C=Cc2ccccc2N=N1)N1CCCC[C@H]1[C@H](O)C(F)(F)Cl,MolMin
O=C(c1nn(CC(Cl)Cl)c(=O)c2ccccc12)N1CCC[C@H]2[C@H](O)C[C@H]21,MolMin
C[C@H]1C(=C2C=CN(Cc3ccccc3)C=N2)CC[C@@H](N(C)C(=O)OC(C)(C)C)[C@H]1O,MolMin
C[C@H](CN(C)C(=O)[C@@H]1CC2=C(CCN(C(=O)OC(C)(C)C)C2)N=N1)C(=O)O,MolMin
C[C@@H](O)[C@H](O)CN(C)C(=O)[C@@H]1CCCCN1C(=O)c1cc2ccccc2nn1,MolMin
C[C@@H](O)[C@H](C(=O)N1CCC2=C(C1)Nc1ccccc1N=N2)N(C)C(=O)OC(C)(C)C,MolMin
Cc1cc(C(=O)N[C@@H](C)[C@H](C)O)cc(Nc2ccc(Cl)cc2)n1,MolMin
COC[C@H](O)CN1CC[C@H]2[C@H]1CCCN2C(=O)C=C(Cl)Cl,MolMin
CC(C)(C)OC(=O)N1CCC2(CCC(C(=O)O)=NN2)CC1,MolMin
CC(C)(C)OC(=O)N1CCC2=C(CCNC(C(N)=O)=N2)C1,MolMin
C[C@H](O)[C@H](C)N(C)C(=O)c1ccc2nc3ccccc3c(=O)n2c1,MolMin
CC(C)(C)OC(=O)N1CCC[C@@H]2CC(=NN3CC=C(Cl)C3)C[C@H]21,MolMin
CCOC(=O)C1=C(C(=O)N(C)[C@@H](C)[C@H](C)O)[C@H](c2ccccc2)N2C(=N1)c1ccccc12,MolMin
C=C(CCl)C(=O)N1CCC2(CC1)CC(C(=O)O)=NO2,MolMin
C=C(C)CN1CC2=C(C(=O)OC)N(c3ccc(Cl)cc3)CCN2C1=O,MolMin
CC[C@H](C)n1c(=O)n([C@@H](C)[C@@H](O)C(C)(C)O)c(=Nc2ccc(Cl)cc2)c2ccccc21,MolMin
C=CCN1NC(Cl)=C=C1C(=O)N1CCC[C@@H]2CCC[C@H]21,MolMin
C=CCNC(=O)C1=CNC(=O)[C@H]2C=C(Cl)CN(C(=O)[C@H](O)C(C)(C)O)[C@H]12,MolMin
C=C(C(=N)N1CCC2=C(CCC(=O)N2)C1)C(=O)O,MolMin
CNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark
OC[C@H]1O[C@@H](n2c(Cl)nc3cc(Cl)c(Cl)cc32)[C@H](O)[C@@H]1O,MolSpark
CCNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark
OC[C@H]1O[C@@H](n2c(NC3CC3)nc3cc(Cl)c(Cl)cc32)[C@H](O)[C@@H]1O,MolSpark
CCCNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,MolSpark
CC(C)CNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark
CCCCNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark
Cc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark
CSc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark
OC[C@H]1O[C@@H](n2c(I)nc3cc(Cl)c(Cl)cc32)[C@H](O)[C@@H]1O,MolSpark
CN(C)c1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark
CC(C)Nc1nc2ccc(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark
CCC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark
Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark
CC(C)(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O,MolSpark
CC(C)Nc1nc2cc(Cl)ccc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark
OC[C@H]1O[C@@H](n2c(Br)nc3cc(Cl)c(Cl)cc32)[C@H](O)[C@@H]1O,MolSpark
CNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@H]1O,MolSpark
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,MolSpark
COc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1OC[C@@H](O)[C@H]1O,MolSpark
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1OC[C@@H](O)[C@@H]1O,MolSpark
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@@H](O)[C@H]1O,MolSpark
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1C[C@@H](O)[C@@H](CO)O1,MolSpark
CCOc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark
COCCNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark
CC(C)(O)CNc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark
CCN(CC)c1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MolSpark
