smiles,UMAP1,UMAP2
Fc1cc(C2=NCN=C(c3ccccc3)N2)c(F)c2ccccc12,24.750443,14.169012
Cn1ncc(CCN2C(=O)C3=CC(CO)=CC(=O)C3=C(N)C2=O)n1,26.957472,14.537912
Cc1cccc(C2=CC(n3c(=O)[nH]c4nccc(C)c43)OC2C)c1,26.844627,15.860684
O=C1C=C2C=C(Cl)C=C3CNCc4c(-c5ccccc5)cn1c4C23,26.733725,15.056702
CC(C)c1cccc2c3c4c(cc12)CC1CC(O)CC1N=C4NN3,27.447847,13.642378
Cc1cc(O)c(N)cc1CCN1C(=O)NC2CC(O)=CC=C2C1=O,25.85609,16.178211
COc1cccc(CNc2n[nH]c3cc(-c4cnon4)cnc23)c1,26.436762,12.421421
NC1C=CC2=CC(n3c(=O)[nH]c4ncc5c(c43)CCCC5)OC2C1,27.480204,15.504707
Cc1cccc2cc(-c3cccc(O)c3F)c3c(O)[nH]c(=O)n3c12,26.439568,15.866355
CCCC1=CCc2ccc(-c3ccccc3)cc2-n2c1c[nH]c2=O,26.788605,13.315275
O=C(O)c1cc2c(=O)n(CCc3ccccc3)c(=O)[nH]c2cc1O,26.572756,14.922865
NC(=O)c1ccccc1CCN1C(=O)NC2CC(O)=CC=C2C1=O,25.818186,16.266088
C=C(CN(C(=O)O)c1cc(CNCC)c2ncncc2c1)C(=O)O,26.087082,14.479325
CCCc1ccccc1CCN1C(=O)NC2CC(O)=CC=C2C1=O,25.48355,15.895254
O=C(O)c1csc2c1CC(N1C(=O)NC3CC(O)=CC=C3C1=O)C=C2,25.328968,16.04029
CCc1cccc2c3c(c(O)cc12)C(=O)n1ccc(C(=O)NC)c1C3,25.19196,14.821064
NCCOc1ccc2ncn3c(=O)c4ccccc4c4ccc1c2c43,25.483158,12.583634
O=C(O)c1ccc2c(c1)C(=O)n1c(cc(-c3ccccc3)cc1=O)C2,25.502562,15.397652
O=C(O)CCCNC(=O)C1=NC=C=C1Cc1ccnc2ccccc12,24.399858,13.408992
CCCC1=C(C)Nc2cc3ccc(OC)cc3cc2-n2c1c[nH]c2=O,26.72734,13.635622
O=c1c2ccccc2c2ccc3c4ccccc4cc4ncn1c2c43,25.507751,12.544981
NC(=O)C1=CC(n2c(=O)[nH]c3c(O)cc4ccccc4c3c2=O)C=C1,26.197466,15.6941395
O=C1c2cnc(Cc3ccc4cccnc4n3)nc2CC2=CC=NC12,25.3049,14.506009
CCCCNC(=O)C1=NC=C=C1C1CC(C=N)=CC2=C1OCCCC2,24.638456,13.169589
O=c1[nH]cc2n1-c1cc(-c3ccccc3)sc1CC=C2C1CCCC1,26.51991,13.832532
CC(C)c1cccc2c3c4c(cc12)CC1CC(C)N(C)C1N=C4NN3,27.080038,13.917461
CCCN(CC)Cc1ccc2c(c1)c(=O)[nH]c1ccc(COC)cc12,24.24377,15.413171
Cc1c(Cc2ccccc2)ccc2c1Cc1c(CCN)ncnc1C2,25.748024,13.538825
O=C(NCC1CCNC1)C1=NC=C=C1Cc1ccnc2ccccc12,24.395992,13.335269
O=C1C=C(CCCc2ccccc2)C2=CC(=O)c3ccccc3C2N1,25.31903,14.937898
NC(=O)C1=CC(n2c(=O)[nH]c3c(O)cc4ccccc4c3c2=O)SC1,26.198727,15.774988
O=C1NCCOCCCC2=CC3=C(OCCCC3)C(C2)C2=C=CN=C12,25.764715,13.98862
COCc1ccc2[nH]c(=O)c3cc(C=C(C)CC(=O)O)ccc3c2c1,24.199175,15.497454
CN1CCC2Cc3cc4c5c(ccc4c4c3C(=NC21)NN4)CCCO5,27.581747,13.744266
O=C(CNc1cccc(-c2ccccc2F)c1O)NC1C=CC=CC1,24.883915,13.2068405
CN1CCC2Cc3cc4c(CC(=O)O)cccc4c4c3C(=NC21)NN4,27.548233,13.490356
O=c1[nH]c2ncc3c(c2n1C1C=C(c2ccccc2)CO1)CCCC3,27.632145,15.4894495
NC1=NC2=CC(=CC3N=Cc4c3c(cc3ccccc43)CC1)C=CC2,26.327585,15.300094
CCCC1=CCc2ccc(-c3ccc(N)cc3)cc2-n2c1c[nH]c2=O,26.495653,13.14826
Cc1c(-c2ccccc2)cn2c1C1C=Cc3ccccc3C1=CC2=O,25.23442,15.0790825
Cc1ccccc1-c1cccc(NCC(=O)NC2C=CC=CC2)c1O,25.16907,12.893065
Nc1cc2c3c(n1)CC=CC3=CC1N=Cc3c1c-2cc1ccccc31,25.94334,14.041182
Cc1cc(CC2=C=CN=C2C(=O)NCCC(N)=O)c2ccccc2n1,24.132473,13.701296
CCCC1=CCc2ccc(-c3ccc(N)nc3)cc2-n2c1c[nH]c2=O,26.67769,13.231881
CC(O)c1cccc2c3c4c(cc12)CC1CC(C)N(C)C1N=C4NN3,27.080332,13.704984
