SMILES,Molecular_Weight,ALogP,Num_H_Donors,Num_H_Acceptors,Num_RotatableBonds,Molecular_PolarSurfaceArea,Num_Atoms,Num_Rings,Num_AromaticRings,Molecular_SurfaceArea,Molecular_Solubility,QED,SA_Score,AlogP_Count,Lipinski,Veber
COc1cc(O)c2c(=O)n(C(=O)CCC(N)=O)c(=O)[nH]c2c1,307.26,-0.69,3,7,4,144.48,22,2,2,122.48,-1.5238,0.6814,3.8613,5,4,1
COc1cc(F)c2c(c1)c1ccc3nc(N)c4ncn2c4n31,295.28,2.46,1,6,1,69.85,22,5,5,122.43,-2.5252,0.4822,3.906,4,4,2
C=Cc1ccccc1CC1=C=CN=C1C(=O)NCCC(N)=O,295.34,1.36,2,3,7,84.55,22,2,1,128.48,-1.8708,0.7443,3.8951,4,4,2
CCOc1cc2c3c(nc4cc(C)c(O)cc4c3c1)N=C=C2,290.32,4.13,1,4,2,54.71,22,4,3,126.95,-2.8028,0.5647,3.906,4,4,2
COc1cccc(-c2ncnc(CCc3ccccc3)n2)c1,291.35,3.33,0,4,5,47.9,22,3,3,129.41,-2.7527,0.7232,3.9273,4,4,2
NC1=CC(=Cc2cc(C(=O)O)c[nH]c2=O)C(=O)C=C1C(=O)O,302.24,-0.11,4,5,3,150.55,22,2,1,122.44,-1.5045,0.5686,3.8613,5,4,1
CN(Cc1ccccc1)N1Cc2ccccc2C2=C1CN=C2,289.38,3.34,0,3,3,18.84,22,4,2,130.73,-2.5297,0.8627,3.9273,4,4,2
COC(=O)CCCN1C(=O)N=C2CC(O)=C(C(=O)O)C=C2C1=O,322.27,0.57,2,6,5,133.57,23,2,0,130.1,-1.6124,0.7066,3.8931,4,4,2
Cc1ccnc2[nH]c(=O)n(C3C=C4C=CC(C(=O)O)=CC4O3)c12,311.3,1.44,2,5,2,97.21,23,4,2,129.77,-2.0452,0.8743,4.5859,4,4,2
COc1ccc2c(c1)CN(C(=O)C1CCN(C(N)=O)C1)C(=O)N2,318.33,0.97,2,4,2,104.97,23,3,1,132.71,-1.8682,0.8473,4.3316,4,4,2
NC1=C2C(=O)C=C(C(=O)O)C=C2CN(CCc2nccs2)C1=O,331.35,0.26,2,6,4,113.59,23,3,1,134.97,-1.7408,0.818,3.9147,4,4,2
COc1cccc2c3c4c(cc12)CC1CCN(C)C1N=C4NN3,308.38,2.36,2,5,1,48.89,23,5,2,134.85,-2.294,0.849,4.6066,4,4,2
NC1=C2C(=O)C=C(CO)C=C2CN(CCc2ccccc2)C1=O,310.35,0.71,2,4,4,83.63,23,3,1,133.95,-1.7645,0.8578,3.9253,4,4,2
Cc1ccc2c(c1)CC(=O)n1c(C)c(-c3ccccc3)c(C)c1-2,301.39,4.94,0,2,1,22.0,23,4,3,135.95,-3.1506,0.6235,3.9253,4,4,2
O=c1[nH]c2ncc3c(c2n1C1C=C2C=CC=CC2O1)CCCC3,307.35,2.55,1,4,1,59.91,23,5,2,132.54,-2.3052,0.8806,4.6167,4,4,2
COc1cccc(NC(=O)CNc2cccc(C(=O)O)c2O)c1,316.31,2.15,4,5,6,107.89,23,2,2,132.07,-2.3811,0.6082,3.9147,4,4,2
Cc1cccc2cc(-c3ccccc3F)c3c(O)[nH]c(=O)n3c12,308.31,3.6,2,3,1,57.5,23,4,4,129.99,-2.9068,0.5643,3.9253,3,4,2
COc1ccc2c(c1)CN(C(=O)C1CCN(C(=O)O)C1)C(=O)N2,319.32,1.57,2,4,2,99.18,23,3,1,132.17,-2.0307,0.8618,4.3316,4,4,2
CCOC1=C(C)C=C(C)CC1C1=C=CN=C1C(=O)NCC(=O)O,316.36,1.96,2,4,6,87.99,23,2,0,134.48,-1.9457,0.7332,4.3208,4,4,2
O=c1[nH]c2ncc3c(c2n1C1C=C2C=CCC=C2O1)CCCC3,307.35,2.9,1,4,1,59.91,23,5,2,132.54,-2.3966,0.881,4.3729,3,4,2
CCc1cnc(C)cc1CC1=C=CN=C1C(=O)NCCC(N)=O,312.37,0.98,2,4,7,97.44,23,2,1,134.75,-1.865,0.7343,3.9147,4,4,2
COc1cccc(-c2ncnc(CCc3ccc(O)cc3)n2)c1,307.35,3.04,1,5,5,68.13,23,3,3,134.21,-2.7467,0.7844,3.946,4,4,2
Cc1nccc2c1Cc1c(ccc(Cc3ccccc3)c1C)N2,300.41,4.94,1,2,2,24.92,23,4,3,136.77,-3.1829,0.5671,3.946,4,4,2
CCc1cccc2c1cc(O)c1c(=O)n(CCCC(=O)O)ccc12,325.36,3.29,2,4,5,79.53,24,3,3,138.33,-2.7725,0.7055,3.9456,4,4,2
O=C(CNc1cccc(-c2ccccc2)c1O)NC1C=CC=CC1,320.39,3.47,3,3,5,61.36,24,3,2,141.08,-2.728,0.7393,4.3923,4,4,2
CC1=CC2=CC(=O)n3cc(-c4ccccc4)c4c3C2C(=C1)CNC4,314.39,3.81,1,3,1,34.03,24,5,2,140.55,-2.7259,0.8683,4.3923,4,4,2
Cc1c(Cc2ccccc2)cccc1Cc1cccnc1CCN,316.45,4.07,1,2,6,38.91,24,3,3,143.93,-3.052,0.7442,3.9755,4,4,2
COc1cccc(CNc2n[nH]c3cc(C4=NN=CC4)cnc23)c1,320.36,2.76,2,6,5,87.55,24,4,3,138.03,-2.635,0.7564,3.9851,4,4,2
CNC(=O)CCn1ccc2c(c1=O)N=CC2C1=C(C=O)C=NC1=O,326.31,-0.11,1,6,5,109.96,24,3,1,136.16,-1.6441,0.7612,4.3624,5,4,2
COc1cccc(CNc2n[nH]c3cc(-c4cn[nH]n4)cnc23)c1,321.34,2.36,3,6,5,104.4,24,4,4,136.82,-2.6907,0.5211,3.9851,4,4,2
COc1cccc(CNc2n[nH]c3cc(-c4cc[nH]n4)cnc23)c1,320.36,2.97,3,5,5,91.51,24,4,4,137.63,-2.844,0.5257,3.9851,4,4,2
CC(C)c1cccc2c3c4c(cc12)CC1CC(N)CC1N=C4NN3,320.44,3.3,3,4,1,62.44,24,5,2,142.05,-2.5983,0.7553,4.7993,3,4,2
CCc1cccc2c1cc(O)c1c(=O)n(CCCC(N)=O)ccc12,324.38,2.69,2,4,5,85.32,24,3,3,138.87,-2.61,0.7076,3.9456,4,4,2
COCc1ccc2[nH]c(=O)c3cc(CN(C)C(C)=O)ccc3c2c1,324.38,2.81,1,3,4,62.4,24,3,3,139.4,-2.6354,0.7507,3.9456,4,4,2
NC1=C2C(=O)C3=C(C=C2CN(CCC2CCNC2)C1=O)CC=CC3,325.41,1.2,2,4,3,75.43,24,4,0,141.5,-1.7837,0.7646,4.3825,3,4,2
Fc1cc(C2=NCN=C(c3ccccc3)N2)c(F)c2ccccc12,321.33,3.87,1,3,2,36.75,24,4,3,136.93,-2.9434,0.7641,3.9755,4,4,2
Cn1ncc(CCN2C(=O)C3=CC(CO)=CC(=O)C3=C(N)C2=O)n1,329.32,-1.63,2,8,4,131.41,24,3,1,136.27,-1.2287,0.6337,3.9353,5,4,2
Cc1cccc(C2=CC(n3c(=O)[nH]c4nccc(C)c43)OC2C)c1,321.38,3.34,1,4,2,59.91,24,4,3,139.16,-2.7745,0.7873,4.6163,4,4,2
O=C1C=C2C=C(Cl)C=C3CNCc4c(-c5ccccc5)cn1c4C23,334.81,3.98,1,3,1,34.03,24,5,2,144.49,-2.8928,0.8554,4.3923,4,4,2
CC(C)c1cccc2c3c4c(cc12)CC1CC(O)CC1N=C4NN3,321.42,3.34,3,4,1,56.65,24,5,2,141.5,-2.6146,0.7549,4.7993,4,4,2
Cc1cc(O)c(N)cc1CCN1C(=O)NC2CC(O)=CC=C2C1=O,329.36,1.52,4,5,3,115.89,24,3,1,138.62,-2.0759,0.4955,4.3521,4,4,2
COc1cccc(CNc2n[nH]c3cc(-c4cnon4)cnc23)c1,322.33,2.63,2,7,5,101.75,24,4,4,136.37,-2.7671,0.582,3.9851,4,4,2
NC1C=CC2=CC(n3c(=O)[nH]c4ncc5c(c43)CCCC5)OC2C1,324.38,1.71,2,5,1,85.93,24,5,2,138.57,-2.1761,0.8361,4.8091,4,4,2
Cc1cccc2cc(-c3cccc(O)c3F)c3c(O)[nH]c(=O)n3c12,324.31,3.31,3,4,1,77.73,24,4,4,134.79,-2.9016,0.5026,3.9456,4,4,2
CCCC1=CCc2ccc(-c3ccccc3)cc2-n2c1c[nH]c2=O,316.4,4.57,1,2,3,37.79,24,4,3,140.84,-3.1333,0.7548,3.9755,4,4,2
O=C(O)c1cc2c(=O)n(CCc3ccccc3)c(=O)[nH]c2cc1O,326.31,1.34,3,5,4,112.39,24,3,3,134.99,-2.3249,0.6695,3.9456,4,4,2
NC(=O)c1ccccc1CCN1C(=O)NC2CC(O)=CC=C2C1=O,327.34,1.02,3,4,4,112.73,24,3,1,137.98,-1.9393,0.766,4.3624,4,4,2
C=C(CN(C(=O)O)c1cc(CNCC)c2ncncc2c1)C(=O)O,330.34,1.86,3,5,7,115.65,24,2,2,138.0,-2.3178,0.6636,3.9353,4,4,2
CCCc1ccccc1CCN1C(=O)NC2CC(O)=CC=C2C1=O,326.4,2.87,2,3,5,69.64,24,3,1,141.21,-2.4225,0.874,4.3725,4,4,2
O=C(O)c1csc2c1CC(N1C(=O)NC3CC(O)=CC=C3C1=O)C=C2,358.38,2.08,3,5,2,106.94,25,4,1,146.11,-2.3532,0.7503,4.6372,4,4,2
CCc1cccc2c3c(c(O)cc12)C(=O)n1ccc(C(=O)NC)c1C3,334.38,2.86,2,4,2,71.33,25,4,3,144.44,-2.7087,0.592,3.9766,4,4,2
NCCOc1ccc2ncn3c(=O)c4ccccc4c4ccc1c2c43,329.36,2.93,1,5,3,69.62,25,5,5,142.15,-2.8509,0.408,4.0052,4,4,2
O=C(O)c1ccc2c(c1)C(=O)n1c(cc(-c3ccccc3)cc1=O)C2,331.33,2.81,1,4,2,76.37,25,4,3,142.34,-2.7662,0.6127,3.9862,4,4,2
O=C(O)CCCNC(=O)C1=NC=C=C1Cc1ccnc2ccccc12,335.36,2.25,2,4,7,91.65,25,3,2,144.16,-2.4374,0.5995,3.9958,4,4,2
CCCC1=C(C)Nc2cc3ccc(OC)cc3cc2-n2c1c[nH]c2=O,335.41,4.28,2,4,3,59.05,25,4,3,145.49,-3.0915,0.7507,3.9862,4,4,2
O=c1c2ccccc2c2ccc3c4ccccc4cc4ncn1c2c43,320.35,4.75,0,3,0,34.37,25,6,6,141.65,-3.3723,0.299,4.0145,4,4,2
NC(=O)C1=CC(n2c(=O)[nH]c3c(O)cc4ccccc4c3c2=O)C=C1,335.32,1.07,3,5,2,118.18,25,4,3,139.87,-2.2176,0.607,4.3934,4,4,2
O=C1c2cnc(Cc3ccc4cccnc4n3)nc2CC2=CC=NC12,327.35,2.13,0,6,2,80.99,25,5,3,142.96,-2.5056,0.72,4.4313,4,4,2
CCCCNC(=O)C1=NC=C=C1C1CC(C=N)=CC2=C1OCCCC2,339.44,3.45,2,4,6,74.54,25,3,0,148.3,-2.4731,0.4418,4.4126,4,4,2
O=c1[nH]cc2n1-c1cc(-c3ccccc3)sc1CC=C2C1CCCC1,348.47,5.02,1,3,2,37.79,25,5,3,150.2,-3.3866,0.6933,4.0145,4,3,2
CC(C)c1cccc2c3c4c(cc12)CC1CC(C)N(C)C1N=C4NN3,334.47,3.86,2,4,1,39.66,25,5,2,148.83,-2.8163,0.8317,4.8199,4,4,2
CCCN(CC)Cc1ccc2c(c1)c(=O)[nH]c1ccc(COC)cc12,338.45,4.06,1,3,7,45.33,25,3,3,147.97,-3.0468,0.6609,3.9862,4,4,2
Cc1c(Cc2ccccc2)ccc2c1Cc1c(CCN)ncnc1C2,329.45,3.37,1,3,4,51.8,25,4,3,148.51,-2.9131,0.6244,4.0052,4,4,2
O=C(NCC1CCNC1)C1=NC=C=C1Cc1ccnc2ccccc12,332.41,2.0,2,4,5,66.38,25,4,2,146.11,-2.3425,0.8232,4.4313,3,4,2
O=C1C=C(CCCc2ccccc2)C2=CC(=O)c3ccccc3C2N1,329.4,3.93,1,2,4,46.17,25,4,2,146.62,-2.8813,0.9236,4.422,4,4,2
NC(=O)C1=CC(n2c(=O)[nH]c3c(O)cc4ccccc4c3c2=O)SC1,355.38,1.21,3,6,2,118.18,25,4,3,144.32,-2.3745,0.5972,4.3934,4,4,2
O=C1NCCOCCCC2=CC3=C(OCCCC3)C(C2)C2=C=CN=C12,340.42,2.81,1,4,0,59.92,25,4,0,147.73,-2.2759,0.69,5.5088,4,4,2
COCc1ccc2[nH]c(=O)c3cc(C=C(C)CC(=O)O)ccc3c2c1,337.38,3.71,2,3,5,79.39,25,3,3,144.11,-2.937,0.6957,3.9766,4,4,2
CN1CCC2Cc3cc4c5c(ccc4c4c3C(=NC21)NN4)CCCO5,334.42,2.68,2,5,0,48.89,25,6,2,146.58,-2.502,0.7777,4.6751,4,4,2
O=C(CNc1cccc(-c2ccccc2F)c1O)NC1C=CC=CC1,338.38,3.61,3,3,5,61.36,25,3,2,145.24,-2.8577,0.73,4.4126,4,4,2
CN1CCC2Cc3cc4c(CC(=O)O)cccc4c4c3C(=NC21)NN4,336.39,1.98,3,5,2,76.96,25,5,2,145.06,-2.3431,0.7817,4.6564,4,4,2
O=c1[nH]c2ncc3c(c2n1C1C=C(c2ccccc2)CO1)CCCC3,333.39,3.22,1,4,2,59.91,25,5,3,144.52,-2.7968,0.7832,4.4313,4,4,2
NC1=NC2=CC(=CC3N=Cc4c3c(cc3ccccc43)CC1)C=CC2,325.42,4.39,1,3,0,50.74,25,5,2,146.54,-2.8943,0.7672,5.5088,4,4,2
CCCC1=CCc2ccc(-c3ccc(N)cc3)cc2-n2c1c[nH]c2=O,331.42,4.15,2,3,3,63.81,25,4,3,146.18,-3.0929,0.7081,3.9958,4,4,2
Cc1c(-c2ccccc2)cn2c1C1C=Cc3ccccc3C1=CC2=O,323.4,5.31,0,2,1,22.0,25,5,3,146.29,-3.3355,0.5945,4.422,4,3,2
Cc1ccccc1-c1cccc(NCC(=O)NC2C=CC=CC2)c1O,334.42,3.78,3,3,5,61.36,25,3,2,147.44,-2.8783,0.7293,4.4126,4,4,2
Nc1cc2c3c(n1)CC=CC3=CC1N=Cc3c1c-2cc1ccccc31,321.38,4.47,1,3,0,51.27,25,6,3,144.78,-3.0686,0.6641,4.4313,4,4,2
Cc1cc(CC2=C=CN=C2C(=O)NCCC(N)=O)c2ccccc2n1,334.38,1.57,2,4,6,97.44,25,3,2,144.71,-2.248,0.7847,3.9862,4,4,2
CCCC1=CCc2ccc(-c3ccc(N)nc3)cc2-n2c1c[nH]c2=O,332.41,3.55,2,4,3,76.7,25,4,3,145.4,-2.9422,0.7698,3.9958,4,4,2
CC(O)c1cccc2c3c4c(cc12)CC1CC(C)N(C)C1N=C4NN3,336.44,2.79,3,5,1,59.89,25,5,2,147.26,-2.5488,0.7494,4.954,4,4,2
